year,position,driver_1,driver_2,constructor
1992,1000,Tooheys 1000 Mount Panorama,Bathurst 4th October,Tooheys 1000 Mount Panorama Bathurst 4th October 1992 Number of Laps: 143 Total Race Time: 6:19:14.80 Fastest lap: Mark Skaife 2:14.50 (166.30 km/h) on lap 130 Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE TEAM LAPS QUALIFYING FASTEST 1 Mark Skaife / Jim Richards Nissan Skyline GTR Winfield Racing 143 0:2:14.54 0:2:16.47 2 Dick Johnson / John Bowe Ford Sierra RS500 Shell Racing 143 0:2:12.89 0:2:16.78 3 Anders Olofsson / Neil Crompton Nissan Skyline GTR Winfield Racing 143 0:2:16.17 0:2:17.62 4 Tony Longhurst / Johnny Cecotto BMW M3 Benson & Hedges Racing 142 0:2:16.93 0:2:18.82 5 Win Percy / Allan Grice Commodore VP Holden Racing Team 141 0:2:16.21 0:2:18.24 6 Mark GIbbs / Rohan Onslow Nissan Skyline GTR Bob Forbes Corporation 138 0:2:14.54 0:2:18.37 7 Andrew Miedecke / Troy Dunstan Commodore VN Mobil 1 Racing 137 0:2:18.26 0:2:19.52 8 Wayne Park / David Parsons Ford Sierra RS500 Peter Jackson Racing 136 0:2:17.65 0:2:20.16 9 Larry Perkins / Steve Harrington Commodore VL Perkins Engineering 135 0:2:14.54 0:2:18.18 10 Andrew Harris / Gary Cooke / John Trimble Commodore VL Daily Planet 135 0:2:22.92 0:2:24.20 11 Terry Shiel / Greg Crick Ford Sierra RS500 Shell Racing 134 0:2:19.30 0:2:20.23 12 Alf Grant / Tim Grant Nissan Skyline HR31 Alf Grant Racing 134 0:2:24.93 0:2:25.60 13 Terry Finnigan / Garry Rogers Commodore VN Foodtown Supermarkets 133 0:2:20.45 0:2:24.55 14 Kevin Waldock / Brett Peters Ford Sierra RS500 Playscape Racing 132 0:2:20.57 0:2:23.52 15 Tomas Mezera / Brad Jones Commodore VP Holden Racing Team 131 0:2:16.28 0:2:18.10 16 Warren Jonsson / Des Wall Commodore VL Warren A Jonsson 130 0:2:25.77 0:2:27.22 17 Ray Gulson / Graham Gulson / Peter Beck BMW 635CSi Ray Gulson 129 0:2:28.24 0:2:29.96 18 Bill O'Brien / Barry Graham / Brian Callaghan JR Commodore VL Bill O'Brien 129 0:2:23.70 0:2:24.58 19 Charlie O'Brien / Gary Brabham Ford Sierra RS500 Allan Moffat Enterprises 129 0:2:16.78 0:2:20.37 20 Klaus Niedzwiedz / Gregg Hansford Ford Sierra RS500 Allan Moffat Enterprises 128 0:2:16.94 0:2:18.14 21 Bob Jones / Peter Janson Commodore VL Ampol Max Racing 128 0:2:23.5 0:2:25.96 22 Stuart McColl / Peter Gazzard Commodore VL Kart Mania 126 0:2:27.54 0:2:27.90 23 Scott Bargwanna / Jason Bargwanna Toyota Corolla Mercantile Mutual 126 0:2:36.99 0:2:41.90 24 Peter Verheyen / Geoffrey Full Toyota Corolla Peter Verheyen 125 0:2:37.27 0:2:38.47 25 Neal Bates / Rick Bates Toyota Corolla John Smith 125 0:2:35.94 0:2:39.49 25 Graham Moore / Wayne Gardner Commodore VN Formula 1 Investments 119 0:2:20.98 0:2:22.80 26 Peter Brock / Manuel Reuter Commodore VP Mobil 1 Racing 118 0:2:16.45 0:2:18.44 27 Gregg Easton / Brad Stratton / David Sala Toyota Corolla Adrian Brooke 115 0:2:45.78 0:2:46.68 28 Ted Dunford / Brad Wright Toyota Corolla Bob Holden Motorsport 113 0:2:50.36 0:2:56.92 29 Calvin Gardiner / Mike Conway / Geoff Forshaw Toyota Corolla Mountain Motorsport 112 0:2:46.27 0:2:45.27 30 Stuart Murphy / Chris Barns Toyota Corolla Stuart Murphy 110 0:2:52.67 0:2:50.99 DNF Steve Reed / Trevor Ashby Commodore VN Lansvale Smash Repairs DNF 0:2:14.54 0:2:16.47 DNF Peter Hopwood / Terry Bosnjak Ford Sierra RS500 Caltex CXT Race Team DNF not available not available DNF Colin Bond / John Smith Ford Sierra RS500 Caltex CXT Race Team DNF not available not available DNF Melinda Price / Denny Hulme BMW M3 Benson & Hedges Racing DNF not available not available DNF Daryl Hendrick / John Blanchard Commodore VL Gemspares DNF not available not available DNF John English / Ed Lamont Commodore VL Marathon Food DNF not available not available DNF Robbi Ker / Don Watson Commodore VL Car-Trek Racing DNF not available not available DNF Nick Newton / Rodney Jones / Ken Mathews Ford Sierra RS500 Rod Jones DNF not available not available DNF John Bourke / Keith Carling Toyota Supra John Bourke DNF not available not available DNF Garry Willmington / Tom Watkinson Commodore VL J & D Leeson DNF not available not available DNF Bryan Sala / Kevin Weeks / Brian Bolwell Ford Sierra RS500 Bryan Sala DNF not available not available DNF Peter Doulman / John Cotter BMW M3 M3 Motorsport DNF not available not available DNF Bob Holden / Dennis Rogers / Garry Jones Toyota Corolla Bob Holden Motors DNF not available not available DNF Frank Binding / Bob Tindal Toyota Corolla Binding Smash Repairs DNF not available not available DNF Malcom Rea / Ken Talbot Toyota Corolla Malcom Rea DNF not available not available DNF Glenn Seton / Alan Jones Ford Falcon EB Peter Jackson Racing DNF not available not available DNF Malcom Rea / Ken Talbert / Richard Wilson Toyota Corolla Malcom Rea DNF not available not available
1992,1000,Tooheys 1000 Mount Panorama,Bathurst 4th October,Tooheys 1000 Mount Panorama Bathurst 4th October 1992
1992,1000,Tooheys 1000 Mount Panorama,Bathurst 4th October,Number of Laps: 143 Total Race Time: 6:19:14.80 Fastest lap: Mark Skaife 2:14.50 (166.30 km/h) on lap 130
1993,1,Larry Perkins,Gregg Hansford,Commodore VP
1993,2,Mark Skaife,Jim Richards,Commodore VP
1993,3,Wayne Gardne,Brad Jones,Commodore VP
1993,4,David Brabham,Anders Olofsson,Commodore VP
1993,5,Troy Dunstan,Steve Harrington,Commodore VP
1993,6,Geoff Brabham,David Parsons,Falcon EB
1993,7,Bob Jones,Greg Crick,Commodore VP
1993,8,Paul Radisich,Cameron McConville,Falcon EB
1993,9,Terry Finnigan,Garry Rogers,Commodore VP
1993,10,Bob Pearson,Bruce Stewart,Commodore VP
1993,11,John Blanchard,Jeff Allam,BMW M3
1993,12,Michael Donaher,Laurie Donaher,Commodore VL
1993,13,Warren Jonsson,Des Wall,Commodore VL
1993,14,John Trimbole,Andrew Harris,Commodore VL
1993,15,Paul Morris,Joachim Winkelhock,BMW M3
1993,16,Mike Preston,Brett Peters,Falcon EB
1993,17,Peter Brock,John Cleland,Commodore VP
1993,18,Stuart McColl,Peter Gazzard,Commodore VP
1993,19,John Cotter,Peter Doulman,BMW M3
1993,20,Graham Lusty,Kevin Heffernan,Commodore VL
1993,21,John English,Brett Youlden,Commodore VL
1993,22,Dennis Rogers,Peter Hopwood,Toyota Corolla
1993,23,Mike Conway,Calvin Gardiner,Toyota Corolla
1993,24,Glenn Seton,Alan Jones,Falcon EB
1993,25,Neil Crompton,Mark Gibbs,Commodore VP
1993,25,Steve Masterton,Peter Hills,Ford Sierra RS
1993,26,John Smith,Neal Bates,Corolla Seca
1993,27,Tomas Mezera,Win Percy,Commodore VP
1993,28,Brad Stratton,Chris Madden,Toyota Corolla
1993,29,Dick Johnson,John Bowe,Falcon EB
1993,30,Richard Wilson,Gregg McShane,Commodore VL
1993,1000,Tooheys 1000 Mount Panorama,Bathurst 3rd October,Tooheys 1000 Mount Panorama Bathurst 3rd October 1993 Number of Laps: 161 Total Race Time: 6:29:6.69 Fastest lap: Mark Skaife 2:14.803 (165.92 km/h) on lap 84 Classes: Class A - Over 2000cc; Class B - Up to 2000cc Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE CLASS LAPS QUALIFYING 1 Larry Perkins / Gregg Hansford Commodore VP A 161 0:2:13.13 2 Mark Skaife / Jim Richards Commodore VP A 161 0:2:13.57 3 Wayne Gardne / Brad Jones Commodore VP A 160 0:2:14.90 4 David Brabham / Anders Olofsson Commodore VP A 159 0:2:16.30 5 Troy Dunstan / Steve Harrington Commodore VP A 156 0:2:16.49 6 Geoff Brabham / David Parsons Falcon EB A 154 0:2:16.78 7 Bob Jones / Greg Crick Commodore VP A 153 0:2:16.96 8 Paul Radisich / Cameron McConville Falcon EB A 151 0:2:16.54 9 Terry Finnigan / Garry Rogers Commodore VP A 150 0:2:19.41 10 Bob Pearson / Bruce Stewart Commodore VP A 148 0:2:17.36 11 John Blanchard / Jeff Allam BMW M3 A 148 0:2:21.51 12 Michael Donaher / Laurie Donaher Commodore VL A 147 0:2:21.43 13 Warren Jonsson / Des Wall Commodore VL A 146 0:2:24.61 14 John Trimbole / Andrew Harris Commodore VL A 146 0:2:24.81 15 Paul Morris / Joachim Winkelhock BMW M3 A 146 0:2:15.90 16 Mike Preston / Brett Peters Falcon EB A 145 0:2:19.37 17 Peter Brock / John Cleland Commodore VP A 142 0:2:16.25 18 Stuart McColl / Peter Gazzard Commodore VP A 140 0:2:21.11 19 John Cotter / Peter Doulman BMW M3 A 136 0:2:33.50 20 Graham Lusty / Kevin Heffernan / John Lusty Commodore VL A 135 0:2:25.88 21 John English / Brett Youlden Commodore VL A 134 0:2:24.29 22 Dennis Rogers / Peter Hopwood Toyota Corolla B 128 0:2:56.72 23 Mike Conway / Calvin Gardiner / Gavin Monaghan Toyota Corolla B 127 0:2:39.43 24 Glenn Seton / Alan Jones Falcon EB A DNF 0:2:13.13 25 Neil Crompton / Mark Gibbs Commodore VP A DNF not available 25 Steve Masterton / Peter Hills Ford Sierra RS B DNF not available 26 John Smith / Neal Bates Corolla Seca B DNF not available 27 Tomas Mezera / Win Percy Commodore VP A DNF not available 28 Brad Stratton / Chris Madden Toyota Corolla B DNF not available 29 Dick Johnson / John Bowe Falcon EB A DNF not available 30 Richard Wilson / Gregg McShane / Glenn Mason Commodore VL A DNF not available DNF Bill O'Brien / Barry Graham / Brian Callaghan Jr Commodore VL A DNF not available DNF Trevor Ashby / Steve Reed Commodore VP A DNF not available DNF Tony Longhurst / Steve Soper BMW M3 A DNF not available DNF Ray Gulson / Graham Gulson BMW 635CSi A DNF not available DNF Colin Bond / Terry Bosnjak Corolla Seca B DNF not available DNF Steve Ellery / Garry Gosatti Ford Sierra RS B DNF not available DNF Steve Cramp / Denis Cribbin Toyota Corolla B DNF not available DNF Geoff Full / Peter Fitzgerald BMW M3 A DNF not available DNF Frank Binding / Frank Dartell Toyota Corolla B DNF not available DNF Matthew Martin / Spencer Martin / David McMillan Toyota Corolla B DNF not available DNF Charlie O'Brien / Andrew Miedecke Falcon EB A DNF not available DNF Ken Mathews / Tony Mulvihill / John Mathews Commodore VL A DNF not available DNF Garry Willmington / Tom Watkinson / Darren Pate Falcon EB A DNF not available DNF Gregg Easton / Kurt Kratzmann Toyota Corolla B DNF not available
1993,1000,Tooheys 1000 Mount Panorama,Bathurst 3rd October,Tooheys 1000 Mount Panorama Bathurst 3rd October 1993 Number of Laps: 161 Total Race Time: 6:29:6.69 Fastest lap: Mark Skaife 2:14.803 (165.92 km/h) on lap 84 Classes: Class A - Over 2000cc; Class B - Up to 2000cc Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE CLASS LAPS QUALIFYING 1 Larry Perkins / Gregg Hansford Commodore VP A 161 0:2:13.13 2 Mark Skaife / Jim Richards Commodore VP A 161 0:2:13.57 3 Wayne Gardne / Brad Jones Commodore VP A 160 0:2:14.90 4 David Brabham / Anders Olofsson Commodore VP A 159 0:2:16.30 5 Troy Dunstan / Steve Harrington Commodore VP A 156 0:2:16.49 6 Geoff Brabham / David Parsons Falcon EB A 154 0:2:16.78 7 Bob Jones / Greg Crick Commodore VP A 153 0:2:16.96 8 Paul Radisich / Cameron McConville Falcon EB A 151 0:2:16.54 9 Terry Finnigan / Garry Rogers Commodore VP A 150 0:2:19.41 10 Bob Pearson / Bruce Stewart Commodore VP A 148 0:2:17.36 11 John Blanchard / Jeff Allam BMW M3 A 148 0:2:21.51 12 Michael Donaher / Laurie Donaher Commodore VL A 147 0:2:21.43 13 Warren Jonsson / Des Wall Commodore VL A 146 0:2:24.61 14 John Trimbole / Andrew Harris Commodore VL A 146 0:2:24.81 15 Paul Morris / Joachim Winkelhock BMW M3 A 146 0:2:15.90 16 Mike Preston / Brett Peters Falcon EB A 145 0:2:19.37 17 Peter Brock / John Cleland Commodore VP A 142 0:2:16.25 18 Stuart McColl / Peter Gazzard Commodore VP A 140 0:2:21.11 19 John Cotter / Peter Doulman BMW M3 A 136 0:2:33.50 20 Graham Lusty / Kevin Heffernan / John Lusty Commodore VL A 135 0:2:25.88 21 John English / Brett Youlden Commodore VL A 134 0:2:24.29 22 Dennis Rogers / Peter Hopwood Toyota Corolla B 128 0:2:56.72 23 Mike Conway / Calvin Gardiner / Gavin Monaghan Toyota Corolla B 127 0:2:39.43 24 Glenn Seton / Alan Jones Falcon EB A DNF 0:2:13.13 25 Neil Crompton / Mark Gibbs Commodore VP A DNF not available 25 Steve Masterton / Peter Hills Ford Sierra RS B DNF not available 26 John Smith / Neal Bates Corolla Seca B DNF not available 27 Tomas Mezera / Win Percy Commodore VP A DNF not available 28 Brad Stratton / Chris Madden Toyota Corolla B DNF not available 29 Dick Johnson / John Bowe Falcon EB A DNF not available 30 Richard Wilson / Gregg McShane / Glenn Mason Commodore VL A DNF not available DNF Bill O'Brien / Barry Graham / Brian Callaghan Jr Commodore VL A DNF not available DNF Trevor Ashby / Steve Reed Commodore VP A DNF not available DNF Tony Longhurst / Steve Soper BMW M3 A DNF not available DNF Ray Gulson / Graham Gulson BMW 635CSi A DNF not available DNF Colin Bond / Terry Bosnjak Corolla Seca B DNF not available DNF Steve Ellery / Garry Gosatti Ford Sierra RS B DNF not available DNF Steve Cramp / Denis Cribbin Toyota Corolla B DNF not available DNF Geoff Full / Peter Fitzgerald BMW M3 A DNF not available DNF Frank Binding / Frank Dartell Toyota Corolla B DNF not available DNF Matthew Martin / Spencer Martin / David McMillan Toyota Corolla B DNF not available DNF Charlie O'Brien / Andrew Miedecke Falcon EB A DNF not available DNF Ken Mathews / Tony Mulvihill / John Mathews Commodore VL A DNF not available DNF Garry Willmington / Tom Watkinson / Darren Pate Falcon EB A DNF not available DNF Gregg Easton / Kurt Kratzmann Toyota Corolla B DNF not available
1993,1000,Tooheys 1000 Mount Panorama,Bathurst 3rd October,Tooheys 1000 Mount Panorama Bathurst 3rd October 1993
1993,1000,Tooheys 1000 Mount Panorama,Bathurst 3rd October,Number of Laps: 161 Total Race Time: 6:29:6.69 Fastest lap: Mark Skaife 2:14.803 (165.92 km/h) on lap 84 Classes: Class A - Over 2000cc; Class B - Up to 2000cc
1994,1,Dick Johnson,John Bowe,Falcon EB
1994,2,Brad Jones,Craig Lowndes,Commodore VP
1994,3,Larry Perkins,Gregg Hansford,Commodore VP
1994,4,Tony Longhurst,Charlie O'Brien,Commodore VP
1994,5,Win Percy,Russell Ingall,Commodore VP
1994,6,Colin Bond,Anders Olofsson,Commodore VP
1994,7,Allan Grice,Steve Johnson,Falcon EB
1994,8,Andrew Miedecke,Jeff Allam,Falcon EB
1994,9,John Trimbole,Garry Waldon,Commodore VP
1994,10,Paul Morris,Altfrid Heger,BMW 318i
1994,11,Craig Baird,Brett Riley,BMW 318i
1994,12,Warwick Rooklyn,John Blanchard,BMW 318i
1994,13,Chris Smerdon,Cameron McConville,Commodore VP
1994,14,Ian Palmer,Brett Peters,Commodore VP
1994,15,Neil Schembri,Rodney Crick,Commodore VP
1994,16,Bob Jones,Troy Dunstan,Commodore VP
1994,17,Ed Lamont,Graham Gulson,Commodore VP
1994,18,Alan Taylor,Stephen Bell,Commodore VL
1994,19,Peter Doulman,John Cotter,BMW M3
1994,20,Barry Graham,Brian Callaghan Jr,Commodore VL
1994,21,Richard Wilson,Troy Nicholson,Commodore VP
1994,22,Stuart McColl,Peter Gazzard,Commodore VP
1994,23,James Kaye,Greg Murphy,Toyota Corona
1994,24,Steve Reed,Trevor Ashby,Commodore VP
1994,25,Peter McKay,Jamie Miller,Mercedes 190E
1994,25,Mike Conway,George Ayoub,Commodore VL
1994,26,Greg Crick,Tony Scott,Commodore VP
1994,27,Peter Brock,Tomas Mezera,Commodore VP
1994,28,Garry Willmington,Jeff Barnes,Falcon EB
1994,29,Phil Ward,Steven Ellery,Commodore VP
1994,30,Wayne Gardner,Neil Crompton,Commodore VP
1994,1000,Tooheys 1000 Mount Panorama,Bathurst 2nd October,Tooheys 1000 Mount Panorama Bathurst 2nd October 1994 Number of Laps: 161 Total Race Time: 7:3:45.8425 Fastest lap: Dick Johnson 2:14.1458 (166.74 km/h) on lap 108 Classes: Class A - CAMS 5 liter; Class B - FIA 2 liter Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE CLASS LAPS QUALIFYING 1 Dick Johnson / John Bowe Falcon EB A 161 0:2:13.6164 2 Brad Jones / Craig Lowndes Commodore VP A 161 0:2:13.5126 3 Larry Perkins / Gregg Hansford Commodore VP A 161 0:2:13.2338 4 Tony Longhurst / Charlie O'Brien Commodore VP A 161 0:2:12.7549 5 Win Percy / Russell Ingall Commodore VP A 161 0:2:14.499 6 Colin Bond / Anders Olofsson Commodore VP A 161 0:2:14.5095 7 Allan Grice / Steve Johnson Falcon EB A 160 0:2:13.1959 8 Andrew Miedecke / Jeff Allam Falcon EB A 157 0:2:17.3621 9 John Trimbole / Garry Waldon Commodore VP A 156 0:2:17.9627 10 Paul Morris / Altfrid Heger BMW 318i B 155 0:2:24.6999 11 Craig Baird / Brett Riley BMW 318i B 152 0:2:26.9755 12 Warwick Rooklyn / John Blanchard BMW 318i B 152 0:2:24.8104 13 Chris Smerdon / Cameron McConville Commodore VP A 151 0:2:18.6004 14 Ian Palmer / Brett Peters Commodore VP A 151 0:2:20.6978 15 Neil Schembri / Rodney Crick Commodore VP A 149 0:2:19.3198 16 Bob Jones / Troy Dunstan Commodore VP A 148 0:2:17.8340 17 Ed Lamont / Graham Gulson Commodore VP A 146 0:2:19.2186 18 Alan Taylor / Stephen Bell / Roger Hurd Commodore VL A 145 0:2:27.1379 19 Peter Doulman / John Cotter BMW M3 B 144 0:2:31.4227 20 Barry Graham / Brian Callaghan Jr Commodore VL A 143 0:2:23.1467 21 Richard Wilson / Troy Nicholson / Richard Shaw Commodore VP A 143 0:2:23.4000 22 Stuart McColl / Peter Gazzard Commodore VP A 142 0:2:19.4826 23 James Kaye / Greg Murphy Toyota Corona B 136 0:2:26.4827 24 Steve Reed / Trevor Ashby Commodore VP A 134 0:2:16.8615 25 Peter McKay / Jamie Miller Mercedes 190E B 126 0:2:38.8370 25 Mike Conway / George Ayoub / Kevin Heffernan Commodore VL A 123 0:2:28.4523 26 Greg Crick / Tony Scott Commodore VP A DNF 0:2:13.6164 27 Peter Brock / Tomas Mezera Commodore VP A DNF not available 28 Garry Willmington / Jeff Barnes Falcon EB A DNF not available 29 Phil Ward / Steven Ellery Commodore VP A DNF not available 30 Wayne Gardner / Neil Crompton Commodore VP A DNF not available DNF Greg Fahey / Denis Cribbin Commodore VL A DNF not available DNF Terry Finnigan / Steve Williams Commodore VP A DNF not available DNF Ryan McLeod / Kevin Burton / Peter McLeod Commodore VL A DNF not available DNF Glenn Seton / Paul Radisich Falcon EB A DNF not available DNF Wayne Russell / Bernie Gillon Commodore VL A DNF not available DNF Bill Sieders / Allan Letcher Peugeot 405 B DNF not available DNF Alan Jones / David Parsons Falcon EB A DNF not available DNF Mark Skaife / Jim Richards Commodore VP A DNF not available DNF Peter Hills / Dennis Rogers Ford Sierra RS B DNF not available DNF Steve Hardman / Geoff Full Hyundai Lantra B DNF not available DNF Brett Youlden / Malcolm Stenniken Commodore VL A DNF not available DNF Kevin Waldock / Michael Preston Falcon EB A DNF not available DNF Ken Mathews / Matthew Martin Peugeot 405 A DNF not available DNF Andrew Reid / Melinda Price / Garry Jones Toyota Corolla B DNF not available
1994,1000,Tooheys 1000 Mount Panorama,Bathurst 2nd October,Tooheys 1000 Mount Panorama Bathurst 2nd October 1994 Number of Laps: 161 Total Race Time: 7:3:45.8425 Fastest lap: Dick Johnson 2:14.1458 (166.74 km/h) on lap 108 Classes: Class A - CAMS 5 liter; Class B - FIA 2 liter Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE CLASS LAPS QUALIFYING 1 Dick Johnson / John Bowe Falcon EB A 161 0:2:13.6164 2 Brad Jones / Craig Lowndes Commodore VP A 161 0:2:13.5126 3 Larry Perkins / Gregg Hansford Commodore VP A 161 0:2:13.2338 4 Tony Longhurst / Charlie O'Brien Commodore VP A 161 0:2:12.7549 5 Win Percy / Russell Ingall Commodore VP A 161 0:2:14.499 6 Colin Bond / Anders Olofsson Commodore VP A 161 0:2:14.5095 7 Allan Grice / Steve Johnson Falcon EB A 160 0:2:13.1959 8 Andrew Miedecke / Jeff Allam Falcon EB A 157 0:2:17.3621 9 John Trimbole / Garry Waldon Commodore VP A 156 0:2:17.9627 10 Paul Morris / Altfrid Heger BMW 318i B 155 0:2:24.6999 11 Craig Baird / Brett Riley BMW 318i B 152 0:2:26.9755 12 Warwick Rooklyn / John Blanchard BMW 318i B 152 0:2:24.8104 13 Chris Smerdon / Cameron McConville Commodore VP A 151 0:2:18.6004 14 Ian Palmer / Brett Peters Commodore VP A 151 0:2:20.6978 15 Neil Schembri / Rodney Crick Commodore VP A 149 0:2:19.3198 16 Bob Jones / Troy Dunstan Commodore VP A 148 0:2:17.8340 17 Ed Lamont / Graham Gulson Commodore VP A 146 0:2:19.2186 18 Alan Taylor / Stephen Bell / Roger Hurd Commodore VL A 145 0:2:27.1379 19 Peter Doulman / John Cotter BMW M3 B 144 0:2:31.4227 20 Barry Graham / Brian Callaghan Jr Commodore VL A 143 0:2:23.1467 21 Richard Wilson / Troy Nicholson / Richard Shaw Commodore VP A 143 0:2:23.4000 22 Stuart McColl / Peter Gazzard Commodore VP A 142 0:2:19.4826 23 James Kaye / Greg Murphy Toyota Corona B 136 0:2:26.4827 24 Steve Reed / Trevor Ashby Commodore VP A 134 0:2:16.8615 25 Peter McKay / Jamie Miller Mercedes 190E B 126 0:2:38.8370 25 Mike Conway / George Ayoub / Kevin Heffernan Commodore VL A 123 0:2:28.4523 26 Greg Crick / Tony Scott Commodore VP A DNF 0:2:13.6164 27 Peter Brock / Tomas Mezera Commodore VP A DNF not available 28 Garry Willmington / Jeff Barnes Falcon EB A DNF not available 29 Phil Ward / Steven Ellery Commodore VP A DNF not available 30 Wayne Gardner / Neil Crompton Commodore VP A DNF not available DNF Greg Fahey / Denis Cribbin Commodore VL A DNF not available DNF Terry Finnigan / Steve Williams Commodore VP A DNF not available DNF Ryan McLeod / Kevin Burton / Peter McLeod Commodore VL A DNF not available DNF Glenn Seton / Paul Radisich Falcon EB A DNF not available DNF Wayne Russell / Bernie Gillon Commodore VL A DNF not available DNF Bill Sieders / Allan Letcher Peugeot 405 B DNF not available DNF Alan Jones / David Parsons Falcon EB A DNF not available DNF Mark Skaife / Jim Richards Commodore VP A DNF not available DNF Peter Hills / Dennis Rogers Ford Sierra RS B DNF not available DNF Steve Hardman / Geoff Full Hyundai Lantra B DNF not available DNF Brett Youlden / Malcolm Stenniken Commodore VL A DNF not available DNF Kevin Waldock / Michael Preston Falcon EB A DNF not available DNF Ken Mathews / Matthew Martin Peugeot 405 A DNF not available DNF Andrew Reid / Melinda Price / Garry Jones Toyota Corolla B DNF not available
1994,1000,Tooheys 1000 Mount Panorama,Bathurst 2nd October,Tooheys 1000 Mount Panorama Bathurst 2nd October 1994
1994,1000,Tooheys 1000 Mount Panorama,Bathurst 2nd October,Number of Laps: 161 Total Race Time: 7:3:45.8425 Fastest lap: Dick Johnson 2:14.1458 (166.74 km/h) on lap 108 Classes: Class A - CAMS 5 liter; Class B - FIA 2 liter
1995,1,Larry Perkins,Russell Ingall,Commodore VR
1995,2,Alan Jones,Allan Grice,Falcon EF
1995,3,Wayne Gardner,Neil Crompton,Commodore VR
1995,4,Anders Olofsson,Steven Richards,Commodore VR
1995,5,Brad Jones,Win Percy,Commodore VR
1995,6,Tony Scott,John Cleland,Commodore VR
1995,7,Charles O'Brien,Steven Johnson,Falcon EF
1995,8,Kevin Waldock,Mark McLaughlin,Falcon EF
1995,9,Tony Longhurst,Wayne Park,Falcon EF
1995,10,Bill O'Brien,Brian Callaghan,Commodore VL
1995,11,Scotty Taylor,Stephen Bell,Commodore VP
1995,12,Kevin Heffernan,Stephen Voight,Commodore VP
1995,13,Edwin Lamont,Graham Gulson,Commodore VP
1995,14,David Attard,Greg Crick,Commodore VP
1995,15,Wayne Russell,Richard Shaw,Commodore VP
1995,16,Mark Poole,Ed Ordynski,Commodore VP
