COUNTRY,YEAR,RACE NAME,COURSE,RACE GRADE,DISTANCE,WINNER,JOCKEY,TRAINER,
United States,2014,San Marcos Stakes,Santa Anita,G2,​1 1⁄4 miles,Vagabond Shoes,Victor Espinoza,John W. Sadler,
United States,2014,Suwannee River Stakes,Gulfstream Park,G3,​1 1⁄8 miles,Parranda,Jose Lezcano,Rodolfo Garcia,
United States,2014,Las Virgenes Stakes,Santa Anita,G1,1m,Fashion Plate,Gary Stevens,Simon Callaghan,
United States,2014,Sam F. Davis Stakes,Tampa Bay Downs,G3,​1 1⁄16 miles,Vinceremos,Edgar Prado,Todd Pletcher,
United States,2014,Endeavour Stakes,Tampa Bay Downs,G3,​1 1⁄16 miles,Cloud Scapes,Erick Rodriguez,H. Graham Motion,
United States,2014,Tampa Bay Stakes,Tampa Bay Downs,G3,​1 1⁄16 miles,Guys Reward,Abdiel Jaen,Dale Romans,
United States,2014,San Vicente Stakes,Santa Anita,G2,7f,Kobe's Back,Joel Rosario,John W. Sadler,
United States,2014,Rachel Alexandra Stakes,Fair Grounds,G3,​1 1⁄16 miles,Untapable,Rosie Napravnik,Steven Asmussen,
United States,2014,Risen Star Stakes,Fair Grounds,G2,​1 1⁄8 miles,Intense Holiday,Mike Smith,Todd Pletcher,
United States,2014,Mineshaft Stakes,Fair Grounds,G3,​1 1⁄16 miles,Bradester,Rosie Napravnik,Eddie Kenneally,
United States,2014,Fair Grounds Stakes,Fair Grounds,G3,abt. ​1 1⁄8 miles,Potomac River,Juan P. Vargas,Jose M. Camejo,
United States,2014,Sabin Stakes,Gulfstream Park,G2,​1 1⁄16 miles,Devil's Cave,Javier Castellano,Martin Wolfson,
United States,2014,Barbara Fritchie Handicap,Laurel Park,G2,7f,My Wandy's Girl,Rajiv Maragh,Michael Hushion,
United States,2014,General George Stakes,Laurel Park,G3,7f,Bandbox,Xavier Perez,Rodney Jenkins,
United States,2014,Santa Monica Stakes,Santa Anita,G2,7f,Scherzinger,Mike Smith,Jerry Hollendorfer,
United States,2014,Bayakoa Stakes,Los Alamitos,G2,​1 1⁄16 miles,Tiz Midnight,Victor Espinoza,Bob Baffert,
United States,2014,Razorback Handicap,Oaklawn Park,G3,​1 1⁄16 miles,Golden Lad,Jose Lezcano,Todd Pletcher,
United States,2014,Southwest Stakes,Oaklawn Park,G3,​1 1⁄16 miles,Tapiture,Ricardo Santana Jr.,Steven Asmussen,
United States,2014,World of Trouble Sprint Stakes,Gulfstream Park,G3,7f,Falling Sky,Luis Saez,George Weaver,
United States,2014,Buena Vista Stakes,Santa Anita,G2,1m,Pontchatrain,Gary Stevens,Thomas F. Proctor,
United States,2014,Mac Diarmida Stakes,Gulfstream Park,G2,​1 3⁄8 miles,Twilight Eclipse,Jose Lezcano,Thomas Albertrani,
United States,2014,Fountain of Youth Stakes,Gulfstream Park,G2,​1 1⁄16 miles,Wildcat Red,Luis Saez,Jose Garoffalo,
United States,2014,Davona Dale Stakes,Gulfstream Park,G2,1m,Onlyforyou,Javier Castellano,Todd Pletcher,
United States,2014,Herecomesthebride Stakes,Gulfstream Park,G3,​1 1⁄16 miles,Room Service,Joel Rosario,Wayne M. Catalano,
United States,2014,Palm Beach Stakes,Gulfstream Park,G3,​1 1⁄16 miles,Gala Award,John Velazquez,Todd Pletcher,
United States,2014,Canadian Turf Stakes,Gulfstream Park,G3,1m,Reload,Javier Castellano,Claude R. McGaughey III,
United States,2014,Honey Fox Stakes,Gulfstream Park,G3,1m,Centre Court,Julien Leparoux,George Arnold II,
United States,2014,The Very One Stakes,Gulfstream Park,G3,​1 3⁄8 miles,Inimitable Romanee,Alan Garcia,H. Graham Motion,
United States,2014,Gulfstream Park Mile Stakes,Gulfstream Park,G2,1m,Palace Malice,John Velazquez,Todd Pletcher,
United States,2014,Tom Fool Handicap,Aqueduct,G3,6f,Strapping Groom,Irad Ortiz Jr.,David Jacobson,
United States,2014,Gotham Stakes,Aqueduct,G3,​1 1⁄16 miles,Samraat,José Ortiz,Richard Violette Jr.,
United States,2014,Honeybee Stakes,Oaklawn Park,G3,​1 1⁄16 miles,Euphrosyne,Ricardo Santana Jr.,Steven Asmussen,
United States,2014,Santa Anita Handicap,Santa Anita,G1,​1 1⁄4 miles,Game On Dude,Mike Smith,Bob Baffert,
United States,2014,Frank E. Kilroe Mile,Santa Anita,G1,1m,Winning Prize,Corey Nakatani,Neil Drysdale,
United States,2014,San Carlos Stakes,Santa Anita,G2,7f,Sahara Sky,Joel Rosario,Jerry Hollendorfer,
United States,2014,San Felipe Stakes,Santa Anita,G2,​1 1⁄16 miles,California Chrome,Victor Espinoza,Art Sherman,
United States,2014,Santa Ysabel Stakes,Santa Anita,G3,​1 1⁄16 miles,Awesome Baby,Mike Smith,Bob Baffert,
United States,2014,Tampa Bay Derby,Tampa Bay Downs,G2,​1 1⁄16 miles,Ring Weekend,Daniel Centeno,H. Graham Motion,
United States,2014,Hillsborough Stakes,Tampa Bay Downs,G3,​1 1⁄8 miles,Cloud Scapes,Erick D. Rodriguez,H. Graham Motion,
United States,2014,Florida Oaks,Tampa Bay Downs,G3,​1 1⁄16 miles,Testa Rossi,Jose Lezcano,Chad C. Brown,
United States,2014,Hurricane Bertie Stakes,Gulfstream Park,G3,6½f,Groupie Doll,Rajiv Maragh,William B. Bradley,
United States,2014,Spiral Stakes,Turfway Park,G3,​1 1⁄8 miles,We Miss Artie,John Velazquez,Todd Pletcher,
United States,2014,Azeri Stakes,Oaklawn Park,G2,​1 1⁄16 miles,Close Hatches,Joel Rosario,Bill Mott,
United States,2014,Rebel Stakes,Oaklawn Park,G2,​1 1⁄16 miles,Hoppertunity,Mike Smith,Bob Baffert,
United States,2014,Vanity Stakes,Santa Anita,G1,​1 1⁄8 miles,Iotapa,Joe Talamo,John W. Sadler,
United States,2014,Fair Grounds Oaks,Fair Grounds,G2,​1 1⁄16 miles,Untapable,Rosie Napravnik,Steven Asmussen,
United States,2014,New Orleans Handicap,Fair Grounds,G2,​1 1⁄8 miles,Palace Malice,Mike Smith,Todd Pletcher,
United States,2014,Louisiana Derby,Fair Grounds,G2,​1 1⁄8 miles,Vicar's in Trouble,Rosie Napravnik,Michael Maker,
United States,2014,San Luis Rey Stakes,Santa Anita,G2,​1 1⁄2 miles,Fire With Fire,Tyler Baze,Neil Drysdale,
United States,2014,Daytona Stakes,Santa Anita,G3,​5 1⁄2 furlongs,Bettys Bambino,Martin Garcia,Peter Eurton,
United States,2014,Sunland Derby,Sunland Park,G3,​1 1⁄8 miles,Chitu,Martin Garcia,Bob Baffert,
United States,2014,Hal's Hope Stakes,Gulfstream Park,G3,1m,Lea,Luis Saez,Bill Mott,
United States,2014,Orchid Stakes,Gulfstream Park,G3,​1 1⁄2 miles,Anjaz,Rajiv Maragh,Thomas Albertrani,
United States,2014,Appleton Stakes,Gulfstream Park,G3,1m,Hey Leroy,Alex Solis,Manuel J. Azpurua,
United States,2014,Florida Derby,Gulfstream Park,G1,​1 1⁄8 miles,Constitution,Javier Castellano,Todd Pletcher,
United States,2014,Pan American Stakes,Gulfstream Park,G2,​1 1⁄2 miles,Newsdad,Joel Rosario,Bill Mott,
United States,2014,Gulfstream Park Oaks,Gulfstream Park,G2,​1 1⁄16 miles,In Tune,Javier Castellano,Todd Pletcher,
United States,2014,Best Pal Stakes,Del Mar,G2,6½f,Skyway,Stewart Elliott,Mark Casse,
United States,2014,Yellow Ribbon Handicap,Del Mar,G2,​1 1⁄16 miles,Miss Serendipity,Brice Blanc,Ron McAnally,
United States,2014,Santa Ana Stakes,Santa Anita,G2,​1 1⁄8 miles,Stormy Lucy,Rafael Bejarano,Frank Lucarelli,
United States,2014,Distaff Handicap,Aqueduct,G2,6f,La Verdad,José Ortiz,Linda Rice,
United States,2014,Gazelle Stakes,Aqueduct,G2,​1 1⁄8 miles,My Miss Sophia,Javier Castellano,Todd Pletcher,
United States,2014,Wood Memorial,Aqueduct,G1,​1 1⁄8 miles,Wicked Strong,Rajiv Maragh,James A. Jerkens,
United States,2014,Bay Shore Stakes,Aqueduct,G3,7f,Coup de Grace,Javier Castellano,Chad C. Brown,
United States,2014,Excelsior Stakes,Aqueduct,G3,​1 1⁄8 miles,Romansh,José Ortiz,Thomas Albertrani,
United States,2014,Commonwealth Stakes,Keeneland,G3,7f,Occasional View,Alan Garcia,Kenneth McPeek,
United States,2014,Royal Heroine Stakes,Santa Anita,G2,1m,Parranda,Elvis Trujillo,Jerry Hollendorfer,
United States,2014,Providencia Stakes,Santa Anita,G3,​1 1⁄8 miles,Nashoba's Gold,Joe Talamo,Carla Gaines,
United States,2014,Las Flores Stakes,Santa Anita,G3,6f,Judy the Beauty,John Velazquez,Wesley Ward,
United States,2014,Lexington Stakes,Keeneland,G3,​1 1⁄16 miles,Mr. Speaker,Jose Lezcano,Claude R. McGaughey III,
United States,2014,Ben Ali Stakes,Keeneland,G3,​1 1⁄8 miles,Frac Daddy,Alan Garcia,Kenneth McPeek,
United States,2014,Count Fleet Sprint Handicap,Oaklawn Park,G3,6f,Lemon Drop Dream,Ricardo Santana Jr.,Steven Asmussen,
United States,2014,Apple Blossom Handicap,Oaklawn Park,G1,​1 1⁄16 miles,Close Hatches,Joel Rosario,Bill Mott,
United States,2014,Tokyo City Cup,Santa Anita,G3,​1 1⁄2 miles,Majestic Harbor,Tyler Baze,Sean McCarthy,
United States,2014,Doubledogdare Stakes,Keeneland,G3,​1 1⁄16 miles,Sisterly Love,Stewart Elliott,Mark Casse,
United States,2014,Charles Town Classic,Charles Town,G2,​1 1⁄8 miles,Imperative,Kent Desormeaux,George Papaprodromou,
United States,2014,Potrero Grande Stakes,Santa Anita,G2,6½f,Big Macher,Tyler Baze,Richard Baltas,
United States,2014,Californian Stakes,Santa Anita,G2,​1 1⁄8 miles,Clubhouse Ride,Joe Talamo,Craig Anthony Lewis,
United States,2014,Bewitch Stakes,Keeneland,G3,​1 1⁄2 miles,Inimitable Romanee,Alan Garcia,H. Graham Motion,
United States,2014,Santa Margarita Stakes,Santa Anita,G1,​1 1⁄8 miles,Let Faith Arise,Corey Nakatani,Jerry Hollendorfer,
United States,2014,Texas Mile Stakes,Lone Star Park,G3,1m,Grand Contender,Richard E. Eramia,Thomas M. Amoss,
United States,2014,Arkansas Derby,Oaklawn Park,G1,​1 1⁄8 miles,Danza,Joe Bravo,Todd Pletcher,
United States,2014,Oaklawn Handicap,Oaklawn Park,G2,​1 1⁄8 miles,Will Take Charge,Luis Saez,D. Wayne Lukas,
United States,2014,Fantasy Stakes,Oaklawn Park,G3,​1 1⁄16 miles,Sugar Shock,Channing Hill,Doug L. Anderson,
United States,2014,La Troienne Stakes,Churchill Downs,G1,​1 1⁄16 miles,On Fire Baby,Joe M. Johnson,Gary G. Hartlage,
United States,2014,Kentucky Oaks,Churchill Downs,G1,​1 1⁄8 miles,Untapable,Rosie Napravnik,Steven Asmussen,
United States,2014,Twin Spires Turf Sprint Stakes,Churchill Downs,G2,​5 1⁄2 furlongs,Marchman,Robby Albarado,Bret Calhoun,
United States,2014,Eight Belles Stakes,Churchill Downs,G3,7f,Fiftyshadesofgold,Mike Smith,Bret Calhoun,
United States,2014,Alysheba Stakes,Churchill Downs,G2,​1 1⁄16 miles,Moonshine Mullin,Calvin Borel,Randy L. Morse,
United States,2014,Sheepshead Bay Stakes,Belmont Park,G2,​1 3⁄8 miles,Riposte,Joel Rosario,Bill Mott,
United States,2014,Kentucky Derby,Churchill Downs,G1,​1 1⁄4 miles,California Chrome,Victor Espinoza,Art Sherman,
United States,2014,Churchill Downs Stakes,Churchill Downs,G2,7f,Central Banker,Corey Nakatani,Albert Stall Jr.,
United States,2014,Humana Distaff Stakes,Churchill Downs,G1,7f,Midnight Lucky,Rosie Napravnik,Bob Baffert,
United States,2014,Turf Classic Stakes,Churchill Downs,G1,​1 1⁄8 miles,Wise Dan,John Velazquez,Charles Lopresti,
United States,2014,American Turf Stakes,Churchill Downs,G2,​1 1⁄16 miles,Global View,Gary Stevens,Thomas F. Proctor,
United States,2014,Churchill Distaff Turf Mile Stakes,Churchill Downs,G2,1m,Coffee Clique,Brian Lynch,Javier Castellano,
United States,2014,Derby Trial Stakes,Churchill Downs,G3,1m,Embellishing Bob,"Brian Hernandez, Jr.",Steve Margolis,
United States,2014,Senorita Stakes,Santa Anita,G3,1m,Sheza Smoke Show,Joseph Talamo,Peter Eurton,
United States,2014,Adoration Stakes,Santa Anita,G3,​1 1⁄16 miles,Let Faith Arise,Corey Nakatani,Jerry Hollendorfer,
United States,2014,Man o' War Stakes,Belmont Park,G1,​1 3⁄8 miles,Imagining,Joel Rosario,Claude R. McGaughey III,
United States,2014,Santa Barbara Handicap,Santa Anita,G3,​1 1⁄4 miles,Stormy Lucy,Rafael Bejarano,"Ed Moger, Jr.",
United States,2014,Black-Eyed Susan Stakes,Pimlico,G2,​1 1⁄8 miles,Stopchargingmaria,Javier Castellano,Todd Pletcher,
United States,2014,Pimlico Special,Pimlico,G3,​1 3⁄16 miles,Revolutionary,Mike Smith,Todd Pletcher,
United States,2014,Preakness Stakes,Pimlico,G1,​1 3⁄16 miles,California Chrome,Victor Espinoza,Art Sherman,
United States,2014,Dixie Stakes,Pimlico,G2,​1 1⁄16 miles,Utley,Edgar Prado,Jonathan E. Sheppard,
United States,2014,Maryland Sprint Stakes,Pimlico,G3,6f,Happy My Way,Joe Bravo,Joseph Orseno,
United States,2014,Gallorette Stakes,Pimlico,G3,​1 1⁄16 miles,Somali Lemonade,Luis Saez,Michael R. Matz,
United States,2014,Matt Winn Stakes,Churchill Downs,G3,​1 1⁄16 miles,Tapiture,Rosie Napravnik,Steven Asmussen,
United States,2014,Charles Whittingham Stakes,Santa Anita,G2,​1 1⁄4 miles,Fire With Fire,Tyler Baze,Neil Drysdale,
United States,2014,San Simeon Stakes,Santa Anita,G3,6½f,Sweet Swap,Joseph Talamo,John W. Sadler,
United States,2014,Monmouth Stakes,Monmouth Park,G2,​1 1⁄8 miles,Speaking Of Which,Joe Bravo,Christophe Clement,
United States,2014,Salvator Mile Stakes,Monmouth Park,G3,1m,Itsmyluckyday,Paco Lopez,Edward Plesa Jr.,
United States,2014,Gamely Stakes,Santa Anita,G1,​1 1⁄8 miles,Miss Serendipity,Brice Blanc,Ron McAnally,
United States,2014,Monrovia Stakes,Santa Anita,G2,​5 1⁄2 furlongs,Pontchatrain,Gary Stevens,Thomas F. Proctor,
United States,2014,Shoemaker Mile Stakes,Santa Anita,G1,1m,Obviously,Joe Talamo,Philip D'Amato,
United States,2014,Summertime Oaks,Santa Anita,G2,​1 1⁄16 miles,Jojo Warrior,Rafael Bejarano,Bob Baffert,
United States,2014,Winning Colors Stakes,Churchill Downs,G3,6f,Southern Honey,Julien Leparoux,George Arnold II,
United States,2014,Mint Julep Stakes,Churchill Downs,G3,​1 1⁄16 miles,Honey Hues,Jesus Lopez Castanon,Bernard S. Flint,
United States,2014,Honeymoon Stakes,Santa Anita,G2,​1 1⁄8 miles,Nashoba's Gold,Joseph Talamo,Carla Gaines,
United States,2014,Santa Maria Stakes,Santa Anita,G2,​1 1⁄16 miles,Iotapa,Joseph Talamo,John W. Sadler,
United States,2014,Beaugay Stakes,Belmont Park,G3,​1 1⁄16 miles,Waterway Run,Jose Lezcano,Chad C. Brown,
United States,2014,Carter Handicap,Aqueduct,G1,7f,Dads Caps,Luis Contreras,Rudy R. Rodriguez,
United States,2014,Santa Anita Oaks,Santa Anita,G1,​1 1⁄16 miles,Fashion Plate,Gary Stevens,Simon Callaghan,
United States,2014,Santa Anita Derby,Santa Anita,G1,​1 1⁄8 miles,California Chrome,Victor Espinoza,Art Sherman,
United States,2014,Westchester Stakes,Belmont Park,G3,1m,Palace Malice,John Velazquez,Todd Pletcher,
United States,2014,Fort Marcy Stakes,Aqueduct,G3,​1 1⁄8 miles,Five Iron,Mike Luzzi,Brian Lynch,
United States,2014,Hollywood Gold Cup Stakes,Santa Anita,G1,​1 1⁄4 miles,Majestic Harbor,Tyler Baze,Sean McCarthy,
United States,2014,Dogwood Stakes,Churchill Downs,G3,7f,Thank You Marylou,Miguel Mena,Michael Maker,
United States,2014,Triple Bend Stakes,Santa Anita,G1,7f,Declassify,Martin Garcia,Bob Baffert,
United States,2014,Bed O' Roses Invitational Stakes,Belmont Park,G3,7f,Hot Stones,Irad Ortiz Jr.,Bruce N. Levine,
United States,2014,Brooklyn Invitational Stakes,Belmont Park,G2,​1 1⁄2 miles,Norumbega,Joel Rosario,Claude R. McGaughey III,
United States,2014,Hendrie Stakes,Woodbine (CA),G3,6½f,Spring in the Air,Patrick Husbands,Mark Casse,
United States,2014,Ogden Phipps Stakes,Belmont Park,G1,​1 1⁄16 miles,Close Hatches,Joel Rosario,Bill Mott,
United States,2014,Louisville Handicap,Churchill Downs,G3,​1 1⁄2 miles,War Dancer,Alan Garcia,Kenneth McPeek,
United States,2014,San Francisco Mile Stakes,Golden Gate Fields,G3,1m,Pepper Crown,Abel Cedillo,Alex Paszkeicz,
United States,2014,Affirmed Stakes,Santa Anita,G3,​1 1⁄16 miles,Can the Man,Martin Garcia,Bob Baffert,
United States,2014,Belmont Stakes,Belmont Park,G1,​1 1⁄8 miles,Tonalist,Joel Rosario,Christophe Clement,
United States,2014,Woody Stephens Stakes,Belmont Park,G2,7f,Bayern,Gary Stevens,Bob Baffert,
United States,2014,Firecracker Stakes,Churchill Downs,G2,1m,Silver Max,Robby Albarado,Dale Romans,
United States,2014,Lazaro Barrera Stakes,Santa Anita,G3,7f,Top Fortitude,Kayla Stra,R. Kory Owens,
United States,2014,Acorn Stakes,Belmont Park,G1,1m,Sweet Reason,Irad Ortiz Jr.,Leah Gyarmati,
United States,2014,Jaipur Stakes,Belmont Park,G3,6f,Undrafted,John Velazquez,Wesley Ward,
United States,2014,Wilshire Stakes,Santa Anita,G3,1m,Parranda,Rafael Bejarano,Jerry Hollendorfer,
United States,2014,Whimsical Stakes,Woodbine (CA),G3,6f,Purely Hot,Chantal Sutherland,Tevis Q. McCauley,
United States,2014,American Stakes,Santa Anita,G3,1m,Obviously,Joseph Talamo,Philip D'Amato,
United States,2014,San Juan Capistrano Stakes,Santa Anita,G2,abt. ​1 3⁄4 miles,Big Kick,Victor Espinoza,Michael Machowsky,
United States,2014,Eatontown Stakes,Monmouth Park,G3,​1 1⁄16 miles,Medea,Forest Boyce,"Francis Abbott, III",
United States,2014,Singspiel Stakes,Woodbine (CA),G3,​1 1⁄2 miles,Aldous Snow,Javier Castellano,Malcolm Pierce,
United States,2014,New York Stakes,Belmont Park,G2,​1 1⁄4 miles,Riposte,Joel Rosario,Bill Mott,
United States,2014,True North Stakes,Belmont Park,G2,6f,Palace,José Ortiz,Linda Rice,
United States,2014,Vagrancy Handicap,Belmont Park,G3,6½f,Merry Meadow,Rajiv Maragh,Mark Hennig,
United States,2014,Just a Game Stakes,Belmont Park,G1,1m,Coffee Clique,Javier Castellano,Brian Lynch,
United States,2014,Bashford Manor Stakes,Churchill Downs,G3,6f,Cinco Charlie,Shaun Bridgmohan,Steven Asmussen,
United States,2014,Fleur de Lis Handicap,Churchill Downs,G2,​1 1⁄8 miles,Molly Morgan,Corey Lanerie,Dale Romans,
United States,2014,Stephen Foster Handicap,Churchill Downs,G1,​1 1⁄8 miles,Moonshine Mullin,Calvin Borel,Randy Morse,
United States,2014,Regret Stakes,Churchill Downs,G3,​1 1⁄8 miles,Aurelia's Belle,John Velazquez,Wayne Catalano,
United States,2014,Nassau Stakes,Woodbine (CA),G2,1m,Solid Appeal,Jesse Campbell,Reade Baker,
United States,2014,Philip H. Iselin Stakes,Monmouth Park,G3,​1 1⁄8 miles,Balance of Power,Charles C. Lopez,David Jacobson,
United States,2014,Chicago Handicap,Arlington Park,G3,7f,My Option,Eduardo Perez,Chris Block,
United States,2014,Mother Goose Stakes,Belmont Park,G1,​1 1⁄16 miles,Untapable,John Velazquez,Steven Asmussen,
United States,2014,Highlander Stakes,Woodbine (CA),G2,6f,Something Extra,Eurico da Silva,Gail Cox,
United States,2014,Dance Smartly Stakes,Woodbine (CA),G2,​1 1⁄8 miles,Overheard,Eurico Rosa Da Silva,Malcolm Pierce,
United States,2014,King Edward Stakes,Woodbine (CA),G2,1m,Grand Arch,David Moran,Brian Lynch,
United States,2014,Dominion Day Stakes,Woodbine (CA),G3,​1 1⁄4 miles,Sky Captain,Patrick Husbands,Mark Casse,
United States,2014,Dr. James Penny Memorial Handicap,Parx Racing,G3,​1 1⁄16 miles,Assateague,Joel Rosario,Michael Matz,
United States,2014,Eclipse Stakes,Woodbine (CA),G2,​1 1⁄16 miles,Frac Daddy,Luis Contreras,Kenneth McPeek,
United States,2014,Poker Stakes,Belmont Park,G3,1m,Jack Milton,Javier Castellano,Todd Pletcher,
United States,2014,Manhattan Stakes,Belmont Park,G1,​1 1⁄4 miles,Real Solution,Javier Castellano,Chad C. Brown,
United States,2014,Suburban Stakes,Belmont Park,G2,​1 1⁄4 miles,Zivo,Jose Lezcano,Chad C. Brown,
United States,2014,Metropolitan Handicap,Belmont Park,G1,1m,Palace Malice,John Velazquez,Todd Pletcher,
United States,2014,Delaware Oaks,Delaware Park,G2,​1 1⁄16 miles,Fortune Pearl,Trevor McCarthy,H. Graham Motion,
United States,2014,Kent Stakes,Delaware Park,G3,​1 1⁄8 miles,Divine Oath,Jose Caraballo,Todd Pletcher,
United States,2014,Victory Ride Stakes,Belmont Park,G3,6½f,Street Story,Joel Rosario,Steven Asmussen,
United States,2014,Great Lady M. Stakes,Los Alamitos,G2,6½f,Doinghardtimeagain,Mike Smith,Jerry Hollendorfer,
United States,2014,Los Alamitos Derby,Los Alamitos,G2,​1 1⁄8 miles,Shared Belief,Mike Smith,Jerry Hollendorfer,
United States,2014,Iowa Oaks,Prairie Meadows,G3,​1 1⁄16 miles,Size,Junior Alvarado,Bill Mott,
United States,2014,Prairie Meadows Cornhusker Handicap,Prairie Meadows,G3,​1 1⁄8 miles,Carve,Jesús Castañón,Brad Cox,
United States,2014,Belmont Derby,Belmont Park,G1,​1 1⁄4 miles,Mr Speaker,Jose Lezcano,Claude R. McGaughey III,
United States,2014,Belmont Oaks,Belmont Park,G1,​1 1⁄4 miles,Minorette,Joel Rosario,Chad C. Brown,
United States,2014,John A. Nerud Stakes,Belmont Park,G3,7f,Clearly Now,Jose Lezcano,Brian Lynch,
United States,2014,Dwyer Stakes,Belmont Park,G3,​1 1⁄16 miles,Kid Cruz,Irad Ortiz Jr.,Linda Rice,
United States,2014,Parx Dash Handicap,Parx Racing,G3,5f,Ben's Cat,Julian Pimentel,King T. Leatherbury,
United States,2014,Indiana Derby,Indiana Grand,G2,​1 1⁄16 miles,East Hall,Luis Saez,William A. Kaplan,
United States,2014,Indiana Oaks,Indiana Grand,G2,​1 1⁄16 miles,Tiz Windy,"Brian Hernandez, Jr.",Carl A. Nafzger,
United States,2014,Beaumont Stakes,Keeneland,G2,7 furlongs 184 feet,Ready to Act,Javier Castellano,Chad C. Brown,
United States,2014,Maker's 46 Mile Stakes,Keeneland,G1,1m,Wise Dan,John Velazquez,Charles LoPresti,
United States,2014,Robert G. Dick Memorial Stakes,Delaware Park,G3,​1 1⁄4 miles,Aigue Marine,Kendrick Carmouche,Christophe Clement,
United States,2014,Delaware Handicap,Delaware Park,G1,​1 1⁄4 miles,Belle Gallantey,José Ortiz,Rudy R. Rodriguez,
United States,2014,Ruffian Stakes,Belmont Park,G2,1m,Fiftyshadesofhay,John Velazquez,Bob Baffert,
United States,2014,Madison Stakes,Keeneland,G1,7f,Judy the Beauty,John Velazquez,Wesley Ward,
United States,2014,Ashland Stakes,Keeneland,G1,​1 1⁄16 miles,Rosalind,Joel Rosario,Kenneth McPeek,
United States,2014,Ashland Stakes,Keeneland,G1,​1 1⁄16 miles,Room Service,Shaun Bridgmohan,Wayne Catalano,
United States,2014,Shakertown Stakes,Keeneland,G3,​5 1⁄2 furlongs,Marchman,Robby Albarado,Bret Calhoun,
United States,2014,Blue Grass Stakes,Keeneland,G1,​1 1⁄8 miles,Dance With Fate,Corey Nakatani,Peter Eurton,
United States,2014,Appalachian Stakes,Keeneland,G3,1m,Daring Dancer,Alan Garcia,H. Graham Motion,
United States,2014,Jenny Wiley Stakes,Keeneland,G1,1m ½f,Hard Not to Like,Javier Castellano,Michael R. Matz,
United States,2014,Connaught Cup Stakes,Woodbine (CA),G2,7f,Excaper,Justin Stein,Ian Black,
United States,2014,Transylvania Stakes,Keeneland,G3,​1 1⁄16 miles,Medal Count,Robby Albarado,Dale Romans,
United States,2014,Elkhorn Stakes,Keeneland,G2,​1 1⁄2 miles,Unitarian,Javier Castellano,Todd Pletcher,
United States,2014,Peter Pan Stakes,Belmont Park,G2,​1 1⁄8 miles,Tonalist,Joel Rosario,Christophe Clement,
United States,2014,Schuylerville Stakes,Saratoga,G3,6f,Fashion Alert,John Velazquez,Todd Pletcher,
United States,2014,Haskell Invitational,Monmouth Park,G1,​1 1⁄8 miles,Bayern,Martin Garcia,Bob Baffert,
United States,2014,United Nations Stakes,Monmouth Park,G1,​1 3⁄8 miles,Main Sequence,Rajiv Maragh,H. Graham Motion,
United States,2014,Molly Pitcher Stakes,Monmouth Park,G2,​1 1⁄16 miles,Majestic River,Rosie Napravnik,Todd Pletcher,
United States,2014,Monmouth Cup Stakes,Monmouth Park,G2,​1 1⁄16 miles,Valid,Orlando Bocachica,Marcus J. Vitali,
United States,2014,Matchmaker Stakes,Monmouth Park,G3,​1 1⁄8 miles,Starstruck ,Kerwin Clark,J. Larry Jones,
United States,2014,Coaching Club American Oaks,Saratoga,G1,​1 1⁄8 miles,Stopchargingmaria,Javier Castellano,Todd Pletcher,
United States,2014,National Museum of Racing Hall of Fame Stakes,Saratoga,G2,​1 1⁄16 miles,Wallyanna,Irad Ortiz Jr.,Michael V. Pino,
United States,2014,Royal North Stakes,Woodbine (CA),G3,6f,Ageless,Luis Garcia,Arnaud Delacour,
United States,2014,Lake Placid Stakes,Saratoga,G2,​1 1⁄8 miles,Crown Queen,John Velazquez,Bill Mott,
United States,2014,Arlington Handicap,Arlington Park,G3,​1 1⁄4 miles,Finnegans Wake,Victor Espinoza,Dale Romans,
United States,2014,Modesty Handicap,Arlington Park,G3,​1 3⁄16 miles,I'm Already Sexy,Florent Geroux,Wayne M. Catalano,
United States,2014,Sanford Stakes,Saratoga,G3,6f,Big Trouble,Irad Ortiz Jr.,Anthony Dutrow,
United States,2014,Ontario Matron Stakes,Woodbine (CA),G3,​1 1⁄16 miles,La Tia,Justin Stein,Armando De la cerda,
United States,2014,Vigil Stakes,Woodbine (CA),G3,6f,Really Sharp,Steven Bahen,Ian Black,
United States,2014,Cougar II Handicap,Del Mar,G3,​1 1⁄2 miles,Irish Surf,Elvis Trujillo,Dan L. Hendricks,
United States,2014,San Diego Handicap,Del Mar,G2,​1 1⁄16 miles,Fed Biz,Martin Garcia,Bob Baffert,
United States,2014,Selene Stakes,Woodbine (CA),G3,​1 1⁄16 miles,Paladin Bay,Gerry Olguin,Harold Ladouceur,
United States,2014,Ballston Spa Stakes,Saratoga,G2,​1 1⁄16 miles,Abaco,José Ortiz,Claude R. McGaughey III,
United States,2014,Alfred G. Vanderbilt Handicap,Saratoga,G1,6f,Palace,Cornelio Velásquez,Linda Rice,
United States,2014,Lake George Stakes,Saratoga,G2,​1 1⁄16 miles,Daring Dancer,Alan Garcia,H. Graham Motion,
United States,2014,Shuvee Handicap,Saratoga,G3,​1 1⁄8 miles,Antipathy,Irad Ortiz Jr.,Kiaran McLaughlin,
United States,2014,Honorable Miss Handicap,Saratoga,G2,6f,R Free Roll,Paco Lopez,Danny Gargan,
United States,2014,San Clemente Handicap,Del Mar,G2,1m,Istanford,Rafael Bejarano,Michael Stidham,
