COUNTRY,YEAR,RACE NAME,COURSE,RACE GRADE,DISTANCE,WINNER,JOCKEY,TRAINER,
France,1989,Prix de la Grotte,Longchamp,G3,1m,Keniant,Gary Moore,Patrick Biancone,
France,1989,Prix Noailles,Longchamp,G2,1m 2½f,Dancehall,Cash Asmussen,André Fabre,
France,1989,Prix de Barbeville,Longchamp,G3,1 7½f ,Top Sunrise,Cash Asmussen,André Fabre,
France,1989,Prix Penelope,Saint-Cloud,G3,1m 2½f,Behera,Tony Cruz,Alain de Royer-Dupré,
France,1989,Prix d'Hédouville,Longchamp,G3,1m 4f,Robore,Dominique Boeuf,Noël Pelat,
France,1989,Prix de Guiche,Chantilly,G3,1m 1f,Val des Bois,Freddy Head,Criquette Head,
France,1989,Prix de Saint-Georges,Longchamp,G3,5f,Holst,Cash Asmussen,André Fabre,
France,1989,Prix Cléopâtre,Saint-Cloud,G3,1m 2½f,Sudaka,Gérard Dubroeucq,Elie Lellouche,
France,1989,Prix du Lys,Chantilly,G3,1m 4f,Harvest Time,Joel Boisnard,Henri-Alex Pantall,
France,1989,Prix du Palais-Royal,Longchamp,G3,7f,Polish Precedent,Cash Asmussen,André Fabre,
France,1989,Prix de Royaumont,Longchamp,G3,"2,150",Bellarida,Guy Guignard,Criquette Head,
France,1989,La Coupe,Longchamp,G3,1m 4f,Athyka,Guy Guignard,Criquette Head,
France,1989,Prix de Chemin du Fer du Nord,Chantilly,G3,1m,French Stress,Cash Asmussen,André Fabre,
France,1989,Prix de La Jonchere,Saint-Cloud,G3,1m,Polish Precedent,Cash Asmussen,André Fabre,
France,1989,Prix de la Porte Maillot,Longchamp,G3,7f,Gabina,Eric Legrix,"John Cunnington, Sr.",
France,1989,Prix du Bois,Deauville,G3,5f,Rich and Famous,Norbert Jeanpierre,Pascal Bary,
France,1989,Prix Chloe,Evry,G3,1m,Be Exclusive,Dominique Boeuf,André Fabre,
France,1989,Prix de Ris-Orangis,Maisons-Laffitte,G3,6f,Cricket Ball,Gérald Mossé,John Fellows,
France,1989,Grand Prix de Vichy,Vichy,G3,1m 4f,Prince Ruffian,Cash Asmussen,François Bellenger,
France,1989,Prix Messidor,Maisons-Laffitte,G3,1m,Polish Precedent,Cash Asmussen,André Fabre,
France,1989,Prix de Psyché,Deauville,G3,1m 2f,Alcando,Pat Eddery,Charlie James,
France,1989,Prix de Cabourg,Deauville,G3,6f,Qirmazi,Cash Asmussen,André Fabre,
France,1989,Prix Minerve,Deauville,G3,1 4½f ,Colorado Dancer,Cash Asmussen,André Fabre,
France,1989,Prix Gontaut-Biron,Deauville,G3,1m 2f,Emmson,Willie Carson,Dick Hern,
France,1989,Prix Daphnis,Deauville,G3,1m,Tartas,Guy Guignard,Noël Pelat,
France,1989,Prix de Meautry,Deauville,G3,6f,Cricket Ball,Gérald Mossé,John Fellows,
France,1989,Prix Quincey,Deauville,G3,1m,Go Milord,Freddy Head,Marcel Rolland,
France,1989,Prix d'Arenberg,Longchamp,G3,5f,Repercutionist,Tony Cruz,Alain Falourd,
France,1989,Prix La Rochette,Longchamp,G3,1m,Linamix,Gérald Mossé,François Boutin,
France,1989,Prix de Lutèce,Longchamp,G3,1m 7f,Mardonius,Cash Asmussen,André Fabre,
France,1989,Prix d'Aumale,Chantilly,G3,1m,Mackla,Freddy Head,François Boutin,
France,1989,Prix des Chênes,Saint-Cloud,G3,1m,Funambule,Guy Guignard,Criquette Head,
France,1989,Prix Gladiateur,Longchamp,G3,"4,000",Hi Lass,Tony Cruz,Jonathan Pease,
France,1989,Prix du Petit Couvert,Longchamp,G3,5f,Lugana Beach,Steve Cauthen,David Elsworth,
France,1989,Prix Eclipse,Saint-Cloud,G3,6½f,Pole Position,Dominique Boeuf,André Fabre,
France,1989,La Coupe de Maisons-Laffitte,Maisons-Laffitte,G3,1m 2f,Petrullo,Guy Guignard,Richard Casey,
France,1989,Prix du Prince d'Orange,Longchamp,G3,1m 2f,In the Wings,Cash Asmussen,André Fabre,
France,1989,Prix de Condé,Chantilly,G3,1m 1f,Dr Somerville,Gary Moore,Criquette Head,
France,1989,Prix Thomas Bryon,Saint-Cloud,G3,7½f,Septieme Ciel,Guy Guignard,Criquette Head,
France,1989,Prix des Réservoirs,Deauville,G3,1m,Golden Era,Norbert Jeanpierre,Pascal Bary,
France,1989,Prix de Flore,Saint-Cloud,G3,1m 2½f,Bex,Willie Carson,Robert Armstrong,
France,1989,Prix Perth,Saint-Cloud,G3,1m,Miss Kenmare,Eric Legrix,Marcel Rolland,
France,1989,Prix Saint-Roman,Longchamp,G3,1m 1f,Bleu de France,Eric Legrix,Jean-Marie Béguigné,
France,1989,Prix de Seine-et-Oise,Maisons-Laffitte,G3,6f,Aliocha,Tony Cruz,François Boutin,
France,1989,Prix Fille de l'Air,Saint-Cloud,G3,1m 2½f,Solveig,Guy Guignard,Criquette Head,
France,1989,Prix André Baboin,Lyon,G3,1m 2f,Lowell,William Mongil,Alain de Royer-Dupré,
France,1989,Prix de la Salamandre,Longchamp,G1,7f,Machiavellian,Freddy Head,François Boutin,
France,1989,Prix Berteux,Deauville,G3,1m 7f,Sharnfold,Pat Eddery,André Fabre,
France,1989,Prix Jean de Chaudenay,Saint-Cloud,G2,1m 4f,Boyatino,Eric Legrix,Jean Lesbordes,
France,1989,Prix Lupin,Longchamp,G1,1m 2½f,Galetto,Eric Legrix,J. C. Cunnington,
Republic of Ireland,1989,Brownstown Stakes,Fairyhouse,LR,7f,Awayed,Declan Gillespie,Peter Walwyn,
Republic of Ireland,1989,Amethyst Stakes,Leopardstown,LR,1m,Great Lakes,John Reid,Vincent O'Brien,
Republic of Ireland,1989,Anglesey Stakes,Curragh,G3,6f 63y,Single Combat,Stephen Craine,Tommy Stack,
Republic of Ireland,1989,Athasi Stakes,Curragh,LR,7f,Pirouette,Stephen Craine,Tommy Stack,
Republic of Ireland,1989,Ballycorus Stakes,Leopardstown,LR,7f,Milieu,Michael Kinane,Dermot Weld,
