YEAR,RACE,TRACK,DISTANCE,WINNER,TRAINER,JOCKEY,COUNTRY,,,,,,,,,
2023,CHIPPING NORTON STAKES,RANDWICK,1600,Anamoe,James Cummings,James McDonald,AUSTRALIA,,,,,,,,,
2023,FUTURITY STAKES,SANDOWN (AUS),1400,Alligator Blood,Gai Waterhouse & Adrian Bott,Blake Shinn,AUSTRALIA,,,,,,,,,
2023,WFA CLASSIC,OTAKI,1600,Levante,Ken & Bev Kelso,Ryan Elliot,NEW ZEALAND,,,,,,,,,
2023,OAKLEIGH PLATE,SANDOWN (AUS),1100,Uncommon James,Steven O'Dea & Matthew Hoysted,Ben Thompson,AUSTRALIA,,,,,,,,,
2023,SAUDI CUP,RIYADH,1800,Panthalassa,Yoshito Yahagi,Yutaka Yoshida,SAUDI ARABIA,,,,,,,,,
2023,CAPE DERBY,KENILWORTH,2000,See It Again,Mike Roberts,Piere Strydom,SOUTH AFRICA,,,,,,,,,
2023,HONG KONG GOLD CUP,SHA TIN,2000,Golden Sixty,Francis Lui,Vincent Ho,HONG KONG,,,,,,,,,
2023,NZ DERBY,TE RAPA,2400,Sharp 'N' Smart,Graeme &Debbie Rogerson,Ryan Elliot,NEW ZEALAND,,,,,,,,,
2023,AUSTRALIAN GUINEAS,FLEMINGTON,1600,Legarto,Ken & Bev Kelso,Michael Dee,AUSTRALIA,,,,,,,,,
2023,CANTERBURY STAKES,RANDWICK,1300,Artorius,Anthony & Sam Freedman,Zac Purton,AUSTRALIA,,,,,,,,,
2023,RANDWICK GUINEAS,RANDWICK,1600,Communist,Michael Freedman,Zac Purton,AUSTRALIA,,,,,,,,,
2023,AL MAKTOUM CHALLENGE,MEYDAN,2000,Salute The Soldier,Fawzi Abdulla Nass,Adire de Vries,UAE,,,,,,,,,
2023,JEBEL HATTA,MEYDAN,1800,Alfareeq,Musabbeh Al Mheiri,Dane O'Neill,UAE,,,,,,,,,
2023,SA FILLIES CLASSIC,TURFFONTEIN,1800,Bless My Stars,Sean Tarry,S'manga Khumalo,SOUTH AFRICA,,,,,,,,,
2023,SA CLASSIC,TURFFONTEIN,1800,Anfields Rocket,Grant Maroun,Raymond Danielson,SOUTH AFRICA,,,,,,,,,
2023,FRANK E KILROE MILE,SANTA ANITA,1600,Gold Phoenix,Philip D'Amato,Kazushi Kimura,USA,,,,,,,,,
2023,SANTA ANITA HANDICAP,SANTA ANITA,2000,Stilleto Boy,Ed Moger Jr,Kent Desormeaux,USA,,,,,,,,,
2023,SISTEMA STAKES,PUKEKOHE,1200,Ulanova,Stephen Marsh,Craig Grylls,NEW ZEALAND,,,,,,,,,
2023,NEW ZEALAND STAKES,PUKEKOHE,2050,Prowess,Roger James & Robert Wellwood,Michael McNab,NEW ZEALAND,,,,,,,,,
2023,COOLMORE CLASSIC,ROSEHILL,1500,Espiona,Chris Waller,Michael Dee,AUSTRALIA,,,,,,,,,
2023,NEWMARKET HANDICAP,FLEMINGTON,1200,In Secret,James Cummings,Dean Holland,AUSTRALIA,,,,,,,,,
2023,BEHOLDER MILE,SANTA ANITA,1600,A Mo Raey,Brad Cox,Flavien Prat,USA,,,,,,,,,
2023,ROSEHILL GUINEAS,ROSEHILL,2000,Lindermann,Chris Waller,Nash Rawiller,AUSTRALIA,,,,,,,,,
2023,RANVET STAKES,ROSEHILL,2000,Dubai Honour,William Haggas,Ryan Moore,AUSTRALIA,,,,,,,,,
2023,GEORGE RYDER STAKES,ROSEHILL,1500,Anamoe,James Cummings,James McDonald,AUSTRALIA,,,,,,,,,
2023,GOLDEN SLIPPER,ROSEHILL,1200,Shinzo,Chris Waller,Ryan Moore,AUSTRALIA,,,,,,,,,
2023,THE GALAXY,ROSEHILL,1100,Mariamia,Joseph Pride,Tyler Schiller,AUSTRALIA,,,,,,,,,
2023,LEVIN CLASSIC,TRENTHAM,1600,Romancing The Moon,Mark Walker,Kozzi Asano,NEW ZEALAND,,,,,,,,,
2023,NZ OAKS,TRENTHAM,2400,Pennyweka,Jim Wallace,Ryan Elliot,NEW ZEALAND,,,,,,,,,
2023,QUEEN'S SILVER JUBILEE CUP,SHA TIN,1400,Lucky Sweynesse,Manfred Man,James McDonald,HONG KONG,,,,,,,,,
2023,WILLIAM REID STAKES,MOONEE VALLEY,1200,Imperatriz,Mark Walker,Opie Bosson,AUSTRALIA,,,,,,,,,
2023,VINERY STUD STAKES,ROSEHILL,2000,Prowess,Roger James & Robert Wellwood,Mark Zahra,AUSTRALIA,,,,,,,,,
2023,AUSTRALIAN CUP,FLEMINGTON,2000,Cascadian,James Cummings,Ben Melham,AUSTRALIA,,,,,,,,,
2023,TANCRED STAKES,ROSEHILL,2400,Arapaho,Bjorn Baker,Rachel King,AUSTRALIA,,,,,,,,,
2023,AL QUOZ SPRINT,MEYDAN,1200,Danyah,Mussabbeh Al Mheiri ,Dane O'Neill,UAE,,,,,,,,,
2023,DUBAI GOLDEN SHAHEEN,MEYDAN,1200,Sibelius,Jeremiah O'Dwyer,Ryan Moore,UAE,,,,,,,,,
2023,DUBAI TURF,MEYDAN,1800,Lord North,John & Thady Gosden,Frankie Dettori,UAE,,,,,,,,,
2023,DUBAI SHEEMA CLASSIC,MEYDAN,2400,Equinox,Tetsuya Kimura,Christophe Lemaire,UAE,,,,,,,,,
2023,DUBAI WORLD CUP,MEYDAN,2000,Ushba Tesoro,Noboru Takagi,Yuga Kawada,UAE,,,,,,,,,
2023,TAKAMATSUNOMYA KINEN,CHUKYO,1200,First Force,Masayuki Nishimura,Taisei Danno,JAPAN,,,,,,,,,
2023,SIRES' PRODUCE,RANDWICK,1400,Militarize,Chris Waller,Joao Moreira,AUSTRALIA,,,,,,,,,
2023,T.J. SMITH STAKES,RANDWICK,1200,I Wish I Win,Peter Moody,Luke Nolen,AUSTRALIA,,,,,,,,,
2023,DONCASTER MILE,RANDWICK,1600,Mr Brightside,Ben & JD Hayes,Zac Purton,AUSTRALIA,,,,,,,,,
2023,AUSTRALIAN DERBY,RANDWICK,2400,Major Beel,Gai Waterhouse & Adrian Bott,Tim Clark,AUSTRALIA,,,,,,,,,
2023,MANAWATU SIRES' PRODUCE STAKES,AWAPUNI,1400,Pignan,Lisa Latta,Joe Doyle,NEW ZEALAND,,,,,,,,,
2023,HORSE CHESTNUT STAKES,TURFFONTEIN,1600,Trip Of Fortune,Candice Bass-Robinson,Aldo Domeyer,SOUTH AFRICA,,,,,,,,,
2023,SOUTH AFRICAN DERBY,TURFFONTEIN,2000,Son Of Raj,Weiho Marwing,Keagan De Melo,SOUTH AFRICA,,,,,,,,,
2023,FLORIDA DERBY,GULFSTREAM PARK,1800,Forte,Todd Pletcher,Irad Ortiz Jnr,USA,,,,,,,,,
2023,ARKANSAS DERBY,OAKLAWN PARK,1800,Angel Of Empire,Brad Cox,Flavien Prat,USA,,,,,,,,,
2023,OSAKA HAI,HANSHIN,2000,Jack D'Or,Kenichi Fujioka,Yutaka Take,JAPAN,,,,,,,,,
2023,GRANDE PREMIO FRANCISCO EDUARDO,GAVEA,2000,Quantify,Luis Esteves,Joao Moreira,BRAZIL,,,,,,,,,
2023,ASHLAND STAKES,KEENELAND,1700,Defining Purpose,Kenneth McPeek,Brian Hernandez Jnr,USA,,,,,,,,,
2023,AUSTRALIAN OAKS,RANDWICK,2400,Pennyweka,Jim Wallace,Damian Lane,AUSTRALIA,,,,,,,,,
2023,SYDNEY CUP,RANDWICK,3200,Explosive Jack,Ciaron Maher & Dave Eustace,Dylan Gibbons,AUSTRALIA,,,,,,,,,
2023,QUEEN ELIZABETH STAKES,RANDWICK,2000,Dubai Honour,William Haggas,Tom Marquand,AUSTRALIA,,,,,,,,,
2023,QUEEN OF THE TURF STAKES,RANDWICK,1600,Atishu,Chris Waller,Nash Rawiller,AUSTRALIA,,,,,,,,,
2023,CARTER HANDICAP,AQUEDUCT,1400,Doppelganger,Brittany Russell,Jevian Toledo,USA,,,,,,,,,
2023,MADISON STAKES,KEENELAND,1400,Goodnight Olive,Chad C Brown,Irad Ortiz Jnr,USA,,,,,,,,,
2023,BLUE GRASS STAKES,KEENELAND,1800,Tapit Trice,Todd Pletcher,Luis Saez,USA,,,,,,,,,
2023,SANTA ANITA DERBY,SANTA ANITA,1800,Practical Move,Tim Yakteen,Ramon Vazquez,USA,,,,,,,,,
2023,OKA SHO,HANSHIN,1600,Liberty Island,Mitsumasa Nakauchida,Yuga Kawada,JAPAN,,,,,,,,,
2023,MAKER'S MARK MILE STAKES,KEENELAND,1600,Chez Pierre,Arnaud Delacour,Flavien Prat,USA,,,,,,,,,
2023,CHAMPAGNE STAKES,RANDWICK,1600,Militarize,Chris Waller,Joao Moreira,AUSTRALIA,,,,,,,,,
2023,ALL AGED STAKES,RANDWICK,1400,Giga Kick,Clayton Douglas,Craig Williams,AUSTRALIA,,,,,,,,,
2023,EMPRESS CLUB STAKES,TURFFONTEIN,1600,Desert Miracle,Mike de Kock,Craig Zackey,SOUTH AFRICA,,,,,,,,,
2023,JENNY WILEY STAKES,KEENELAND,1700,In Italian,Chad C Brown,Irad Ortiz Jnr,USA,,,,,,,,,
2023,SATSUKI SHO,NAKAYAMA,2000,Sol Oriens,Takahisa Tezuka,Takeshi Yokoyama,JAPAN,,,,,,,,,
2023,APPLE BLOSSOM HANDICAP,OAKLAWN PARK,1700,Clairiere,Steven Asmussen,Joel Rosario,USA,,,,,,,,,
2023,AUSTRALASIAN OAKS,MORPHETTVILLE,2000,Affaire A Suivre,Ciaron Maher & Dave Eustace,John Allen,AUSTRALIA,,,,,,,,,
2023,COMPUTAFORM SPRINT,TURFFONTEIN,1000,Isivunguvungu,Peter Muscutt,Richard Fourie,SOUTH AFRICA,,,,,,,,,
2023,PREMIER'S CHAMPION CHALLENGE,TURFFONTEIN,2000,Puerto Manzano,Johan Janse Van Vuuren,Keagan De Melo,SOUTH AFRICA,,,,,,,,,
2023,TENNO SHO (SPRING),TOKYO,3200,Justin Palace,Haruki Sugiyama,Christophe Lemaire,JAPAN,,,,,,,,,
2023,CHAIRMAN'S SPRINT PRIZE,SHA TIN,1200,Lucky Sweynesse,Manfred Man,Zac Purton,HONG KONG,,,,,,,,,
2023,CHAMPIONS MILE,SHA TIN,1600,Golden Sixty,Francis Lui,Vincent Ho,HONG KONG,,,,,,,,,
2023,QEII CUP,SHA TIN,2000,Romantic Warrior,Danny Shum,James McDonald,HONG KONG,,,,,,,,,
2023,PRIX GANAY,LONGCHAMP,2100,Iresine,Jean-Paul Gauvin,Marie Velon,FRANCE,,,,,,,,,
2023,LA TROIENNE STAKES,CHURCHILL DOWNS,1700,Played Hard,Philip Bauer,John Velazquez,USA,,,,,,,,,
2023,KENTUCKY OAKS,CHURCHILL DOWNS,1800,Pretty Mischievous,Brendan Walsh,Tyler Gaffalione,USA,,,,,,,,,
2023,SANGSTER STAKES,MORPHETTVILLE,1200,Ruthless Dame,Ciaron Maher & Dave Eustace,John Allen,AUSTRALIA,,,,,,,,,
2023,UK 2000 GUINEAS,NEWMARKET,1600,Chaldean,Andrew Balding,Frankie Dettori,ENGLAND,,,,,,,,,
2023,DERBY CITY DISTAFF STAKES,CHURCHILL DOWNS,1400,Matereya,Brad Cox,Flavien Prat,USA,,,,,,,,,
2023,CHURCHILL DOWNS STAKES,CHURCHILL DOWNS,1400,Cody's Wish,Bill Mott,Junior Alvarado,USA,,,,,,,,,
2023,TURF CLASSIC STAKES,CHURCHILL DOWNS,1800,Up To The Mark,Todd Pletcher,Irad Ortiz Jnr,USA,,,,,,,,,
2023,KENTUCKY DERBY,CHURCHILL DOWNS,2000,Mage,Gustavo Delgado,Javier Castellano,USA,,,,,,,,,
2023,GRANDE PREMIO A.B.C.P.C.C.,CIDADE JARDIM,1000,Oriana Do Iguassu,Antônio Marcos Oldoni,Joao Moreira,BRAZIL,,,,,,,,,
2023,GRANDE PREMIO O.S.A.F.,CIDADE JARDIM,2000,Kenlova,Emerson Garcia,Joao Moreira,BRAZIL,,,,,,,,,
2023,UK 1000 GUINEAS,NEWMARKET,1600,Mawj,Saeed Bin Suroor,Oisin Murphy,ENGLAND,,,,,,,,,
2023,NHK MILE CUP,TOKYO,1600,Champagne Color,Tsuyoshi Tanaka,Hiroyuki Uchida,JAPAN,,,,,,,,,
2023,SOUTH AUSTRALIAN DERBY,MORPHETTVILLE,2500,Dunkel,Patrick Payne,Billy Egan,AUSTRALIA,,,,,,,,,
2023,DOOMBEN 10000,DOOMBEN,1200,Giga Kick,Clayton Douglas,Craig Williams,AUSTRALIA,,,,,,,,,
2023,VICTORIA MILE,TOKYO,1600,Songline,Toru Hayashi,Keita Tosaki,JAPAN,,,,,,,,,
2023,POULE D'ESSAI DES POULAINS,LONGCHAMP,1600,Marhaba Ya Sanafi,Andreas Schutz,Mickael Barzalona,FRANCE,,,,,,,,,
2023,POULE D'ESSAI DES POULICHES,LONGCHAMP,1600,Blue Rose Cen,Christopher Head,Aurelien Lemaitre,FRANCE,,,,,,,,,
2023,PRIX SAINT-ALARY,LONGCHAMP,2000,Jannah Rose,Carlos Laffon-Parias,Christophe Soumillon,FRANCE,,,,,,,,,
2023,DOOMBEN CUP,DOOMBEN,2000,Huetor,Peter & Paul Snowden,Ryan Maloney,AUSTRALIA,,,,,,,,,
2023,THE GOODWOOD,MORPHETTVILLE,1200,Royal Merchant,Ciaron Maher & Dave Eustace,Michael Dee,AUSTRALIA,,,,,,,,,
2023,LOCKINGE STAKES,NEWBURY,1600,Modern Games,Charlie Appleby,William Buick,ENGLAND,,,,,,,,,
2023,PREAKNESS STAKES,PIMILCO,1900,National Treasure,Bob Baffert,John Velazquez,USA,,,,,,,,,
2023,YUSHUN HIMBA,TOKYO,2400,Liberty Island,Mitsumasa Nakauchida,Yuga Kawada,JAPAN,,,,,,,,,
2023,QUEENSLAND DERBY,EAGLE FARM,2400,Kovalica,Chris Waller,James McDonald,AUSTRALIA,,,,,,,,,
2023,KINGSFORD SMITH CUP,EAGLE FARM,1300,Think About It,Joseph Pride,Sam Clipperton,AUSTRALIA,,,,,,,,,
2023,IRISH 2000 GUINEAS,CURRAGH,1600,Paddington,Aidan O'Brien,Ryan Moore,IRELAND,,,,,,,,,
2023,WOOLAVINGTON 2000,GREYVILLE,2000,Rain In Holland,Sean Tarry,S'manga Khumalo,SOUTH AFRICA,,,,,,,,,
2023,DAILY NEWS 2000,GREYVILLE,2000,See It Again,Mike Roberts,Piere Strydom,SOUTH AFRICA,,,,,,,,,
2023,TATTERSALLS GOLD CUP,CURRAGH,2100,Luxembourg,Aidan O'Brien,Ryan Moore,IRELAND,,,,,,,,,
2023,IRISH 1000 GUINEAS,CURRAGH,1600,Tahiyra,Dermot Weld,Chris Hayes,IRELAND,,,,,,,,,
2023,TOKYO YUSHUN,TOKYO,2400,Tastiera,Noriyuki Hori,Damian Lane,JAPAN,,,,,,,,,
2023,CHAMPIONS & CHATER CUP,SHA TIN,2400,Russian Emperor,Douglas Whyte,Hugh Bowman,HONG KONG,,,,,,,,,
2023,PRIX D'ISPAHAN,LONGCHAMP,1800,Anmaat,Owen Burrows,Jim Crowley,FRANCE,,,,,,,,,
2023,GAMELY STAKES,SANTA ANITA,1800,Macadamia,Philip D'Amato,Tiago Josue Pereira,USA,,,,,,,,,
2023,SHOEMAKER MILE STAKES,SANTA ANITA,1600,Exaulted,Peter Eurton,Juan Hernandez,USA,,,,,,,,,
2023,HOLLYWOOD GOLD CUP,SANTA ANITA,2000,Defunded,Bob Baffert,Juan Hernandez,USA,,,,,,,,,
2023,CORONATION CUP,EPSOM,2400,Emily Upjohn,John & Thady Gosden,Frankie Dettori,ENGLAND,,,,,,,,,
2023,EPSOM OAKS,EPSOM,2400,Soul Sister,John & Thady Gosden,Frankie Dettori,ENGLAND,,,,,,,,,
2023,QUEENSLAND OAKS,EAGLE FARM,2200,Amokura,Kris Lees,Damien Oliver,AUSTRALIA,,,,,,,,,
2023,EPSOM DERBY,EPSOM,2400,Auguste Rodin,Aidan O'Brien,Ryan Moore,ENGLAND,,,,,,,,,
2023,ALLAN ROBERTSON CHAMPIONSHIP,SCOTTSVILLE,1200,Mrs Geriatrix,Sean Tarry,Richard Fourie,SOUTH AFRICA,,,,,,,,,
2023,GOLD MEDALLION,SCOTTSVILLE,1200,Lucky Lad,Sean Tarry,Richard Fourie,SOUTH AFRICA,,,,,,,,,
2023,SOUTH AFRICAN FILLIES SPRINT,SCOTTSVILLE,1200,Princess Calia,Sean Tarry,Richard Fourie,SOUTH AFRICA,,,,,,,,,
2023,GOLDEN HORSE SPRINT,SCOTTSVILLE,1200,Gimme A Prince,Dean Kannemayer,Keagan De Melo,SOUTH AFRICA,,,,,,,,,
2023,YASUDA KINEN,TOKYO,1600,Songline,Toru Hayashi,Keita Tosaki,JAPAN,,,,,,,,,
2023,PRIX DU JOCKEY CLUB,CHANTILLY,2100,Ace Impact,Jean-Claude Rouget,Cristian Demuro,FRANCE,,,,,,,,,
2023,JUST A GAME STAKES,BELMONT,1600,In Italian,Chad C Brown,Irad Ortiz Jnr,USA,,,,,,,,,
2023,NEW YORK STAKES,BELMONT,2000,Marketsegmentation,Chad C Brown,Jose Ortiz,USA,,,,,,,,,
2023,ACORN STAKES,BELMONT,1700,Pretty Mischievous,Brendan Walsh,Tyler Gaffalione,USA,,,,,,,,,
2023,OGDEN PHIPPS STAKES,BELMONT,1700,Clairiere,Steven Asmussen,Joel Rosario,USA,,,,,,,,,
2023,WOODY STEPHENS STAKES,BELMONT,1400,Arabian Lion,Bob Baffert,John Velazquez,USA,,,,,,,,,
2023,JAIPUR STAKES,BELMONT,1200,Caravel,Brad Cox,Tyler Gaffalione,USA,,,,,,,,,
2023,METROPOLITAN HANDICAP,BELMONT,1600,Cody's Wish,Bill Mott,Junior Alvarado,USA,,,,,,,,,
2023,MANHATTAN STAKES,BELMONT,2000,Up To The Mark,Todd Pletcher,Irad Ortiz Jnr,USA,,,,,,,,,
2023,J.J. ATKINS,EAGLE FARM,1600,King Colorado,Ciaron Maher & Dave Eustace,Jason Collett,AUSTRALIA,,,,,,,,,
2023,STRADBROKE HANDICAP,EAGLE FARM,1400,Think About It,Joseph Pride,Sam Clipperton,AUSTRALIA,,,,,,,,,
2023,BELMONT STAKES,BELMONT,2400,Arcangelo,Jena Antonucci,Javier Castellano,USA,,,,,,,,,
2023,GRANDE PREMIO ROBERTO E NELSON SEABRA,GAVEA,2000,Kenlova,Emerson Garcia,Joao Moreira,BRAZIL,,,,,,,,,
2023,GRANDE PREMIO BRASIL,GAVEA,2400,Raptor's,Luis Esteves,Joao Moreira,BRAZIL,,,,,,,,,
2023,QUEEN ANNE STAKES,ASCOT (UK),1600,Triple Time,Kevin Ryan,Neil Callan,ENGLAND,,,,,,,,,
2023,KING'S STAND STAKES,ASCOT (UK),1000,Bradsell,Archie Watson,Hollie Doyle,ENGLAND,,,,,,,,,
2023,ST JAMES'S PALACE STAKES,ASCOT (UK),1600,Paddington,Aidan O'Brien,Ryan Moore,ENGLAND,,,,,,,,,
2023,PRINCE OF WALES'S STAKES,ASCOT (UK),2000,Mostahdaf,John & Thady Gosden,Jim Crowley,ENGLAND,,,,,,,,,
2023,ASCOT GOLD CUP,ASCOT (UK),4000,Courage Mon Ami,John & Thady Gosden,Frankie Dettori,ENGLAND,,,,,,,,,
2023,COMMONWEALTH CUP,ASCOT (UK),1200,Shaquille,Julie Camacho,Oisin Murphy,ENGLAND,,,,,,,,,
2023,CORONATION STAKES,ASCOT (UK),1600,Tahiyra,Dermot Weld,Chris Hayes,ENGLAND,,,,,,,,,
2023,QUEEN ELIZABETH II JUBILEE STAKES,ASCOT (UK),1200,Khaadem,Charlie Hills,Jamie Spencer,ENGLAND,,,,,,,,,
2023,PRIX DE DIANE,CHANTILLY,2100,Blue Rose Cen,Christopher Head,Aurelien Lemaitre,FRANCE,,,,,,,,,
2023,TATT'S TIARA,EAGLE FARM,1400,Palaisipan,Chris Munce,Kyle Wilson-Taylor,AUSTRALIA,,,,,,,,,
2023,TAKARAZUKA KINEN,HANSHIN,2200,Eqiunox,Tetsuya Kimura,Christophe Lemaire,JAPAN,,,,,,,,,
2023,PRETTY POLLY STAKES,CURRAGH,2000,Via Sistina,George Boughey,Jamie Spencer,IRELAND,,,,,,,,,
2023,DURBAN JULY,GREYVILLE,2200,Winchester Mansion,Brett Crawford,Kabelo Matsunyane,SOUTH AFRICA,,,,,,,,,
2023,GARDEN PROVINCE STAKES,GREYVILLE,1600,Princess Calia,Sean Tarry,Richard Fourie,SOUTH AFRICA,,,,,,,,,
2023,STEPHEN FOSTER STAKES,ELLIS PARK,1800,West Will Power,Brad Cox,Flavien Prat,USA,,,,,,,,,
2023,DEUTSCHES DERBY,HAMBURG,2400,Fantastic Moon,Sarah Steinberg,Rene Piechulek,GERMANY,,,,,,,,,
2023,CORAL ECLIPSE STAKES,SANDOWN (UK),2000,Paddington,Aidan O'Brien,Ryan Moore,ENGLAND,,,,,,,,,
2023,GRAND PRIX DE SAINT-CLOUD,SAINT-CLOUD,2400,Westover,Ralph Beckett,Rob Hornby,FRANCE,,,,,,,,,
2023,BELMONT OAKS,BELMONT,2000,Aspen Grove,Fozzy Stack,Oisin Murphy,USA,,,,,,,,,
2023,BELMONT DERBY,BELMONT,2000,Far Bridge,Todd Pletcher,Jose Ortiz,USA,,,,,,,,,
2023,PRIX JEAN PRAT,DEAUVILLE,1400,Good Guess,Fabrice Chappet,Stephane Pasquier,FRANCE,,,,,,,,,
2023,FALMOUTH STAKES,NEWMARKET,1600,Nashwa,John & Thady Gosden,Hollie Doyle,ENGLAND,,,,,,,,,
2023,GRAND PRIX DE PARIS,LONGCHAMP,2400,Feed The Flame,Pascal Bary,Cristian Demuro,FRANCE,,,,,,,,,
2023,JULY CUP,NEWMARKET,1200,Shaquille,Julie Camacho,Rossa Ryan,ENGLAND,,,,,,,,,
2023,DIANA STAKES,SARATOGA,1800,Whitebeam,Chad C Brown,Flavien Prat,USA,,,,,,,,,
2023,IRISH OAKS,CURRAGH,2400,Savethelastdance,Aidan O'Brien,Ryan Moore,IRELAND,,,,,,,,,
2023,UNITED NATIONS STAKES,MONMOUTH PARK,2200,Therapist,Michael Maker,Javier Castellano,USA,,,,,,,,,
2023,HASKELL STAKES,MONMOUTH PARK,1800,Geaux Rocket Ride,Richard Mandella,Mike Smith,USA,,,,,,,,,
2023,AMERICAN OAKS,SARATOGA,1800,Wet Paint,Brad Cox,Flavien Prat,USA,,,,,,,,,
2023,KING GEORGE VI & QUEEN ELIZABETH STAKES,ASCOT (UK),2400,Hukum,Owen Burrows,Jim Crowley,ENGLAND,,,,,,,,,
2023,ALFRED G. VANDERBILT HANDICAP,SARATOGA,1200,Elite Power,Bill Mott,Irad Ortiz Jnr,USA,,,,,,,,,
2023,BING CROSBY STAKES,DEL MAR,1200,The Chosen Vron,J Eric Kruljac,Hector Berrios,USA,,,,,,,,,
2023,CHAMPION STAKES,GREYVILLE,1600,Sandringham Summit,David Nieuwenhuizen,Calvin Habib,SOUTH AFRICA,,,,,,,,,
2023,MERCURY SPRINT,GREYVILLE,1200,Isivunguvungu,Peter Muscutt,Richard Fourie,SOUTH AFRICA,,,,,,,,,
2023,CHAMPIONS CUP,GREYVILLE,1200,Princess Calia,Sean Tarry,Richard Fourie,SOUTH AFRICA,,,,,,,,,
2023,DOUGLAS WHYTE STAKES,GREYVILLE,1600,Bavarian Beauty,Tony Peter,Craig Zackey,SOUTH AFRICA,,,,,,,,,
2023,PRIX ROTHSCHILD,DEAUVILLE,1600,Mqse De Sevigne,Andre Fabre,Alexis Pouchin,FRANCE,,,,,,,,,
2023,BAYERISCHES ZUCHTRENNEN,MUNICH,2000,Nations Pride,Charlie Appleby,William Buick,GERMANY,,,,,,,,,
2023,GOODWOOD CUP,GOODWOOD,3200,Quickthorn,Hughie Morrison,Tom Marquand,ENGLAND,,,,,,,,,
2023,SUSSEX STAKES,GOODWOOD,1600,Paddington,Aidan O'Brien,Ryan Moore,ENGLAND,,,,,,,,,
2023,NASSAU STAKES,GOODWOOD,2000,Al Husn,Roger Varian,Jim Crowley,ENGLAND,,,,,,,,,
2023,TEST STAKES,SARATOGA,1400,Pretty Mischievous,Brendan Walsh,Tyler Gaffalione,USA,,,,,,,,,
2023,SARATOGA DERBY,SARATOGA,1900,Program Trading,Chad C Brown,Flavien Prat,USA,,,,,,,,,
2023,WHITNEY STAKES,SARATOGA,1800,White Abarrio,Richard Dutrow Jnr,Irad Ortiz Jnr,USA,,,,,,,,,
2023,CLEMENT L HIRSCH STAKES,DEL MAR,1700,Adare Manor,Bob Baffert,Juan Hernandez,USA,,,,,,,,,
2023,PRIX MAURICE DE GHEEST,DEAUVILLE,1300,King Gold,Nicolas Caullery,Stephane Pasquier,FRANCE,,,,,,,,,
2023,PREIS DER DIANA,DUSSELDORF,2200,Muskoka,Henk Grewe,Lukas Delozier,GERMANY,,,,,,,,,
2023,FOURSTARDAVE HANDICAP,SARATOGA,1600,Casa Creed,Bill Mott,Luis Saez,USA,,,,,,,,,
2023,PHOENIX STAKES,CURRAGH,1200,Bucanero Fuerte,Adrian Murray,Kevin Stott,IRELAND,,,,,,,,,
2023,BEVERLY D STAKES,COLONIAL DOWNS,1900,Fev Rover,Mark Casse,Javier Castellano,USA,,,,,,,,,
2023,ARLINGTON MILLION,COLONIAL DOWNS,2000,Set Piece,Brad Cox,Florent Geroux,USA,,,,,,,,,
2023,GROSSER PREIS VON BERLIN,HOPPEGARTEN,2400,Simca Mille,Stephane Wattel,Alexis Pouchin,GERMANY,,,,,,,,,
2023,PRIX JACQUES LE MAROIS,DEAUVILLE,1600,Inspiral,John & Thady Gosden,Frankie Dettori,FRANCE,,,,,,,,,
2023,WINX STAKES,RANDWICK,1400,Fangirl,Chris Waller,James McDonald,AUSTRALIA,,,,,,,,,
2023,ALABAMA STAKES,SARATOGA,2000,Randomized,Chad C Brown,Joel Rosario,USA,,,,,,,,,
2023,DEL MAR OAKS,DEL MAR,1800,Anisette,Leonard Powell,Umberto Rispoli,USA,,,,,,,,,
2023,PRIX JEAN ROMANET,DEAUVILLE,2000,Mqse De Sevigne,Andre Fabre,Alexis Pouchin,FRANCE,,,,,,,,,
2023,PRIX MORNY,DEAUVILLE,1200,Vandeek,Simon & Ed Crisford,Andrea Atzeni,FRANCE,,,,,,,,,
2023,JUDDMONTE INTERNATIONAL,YORK,2100,Mostahdaf,John & Thady Gosden,Frankie Dettori,ENGLAND,,,,,,,,,
2023,YORKSHIRE OAKS,YORK,2400,Warm Heart,Aidan O'Brien,James Doyle,ENGLAND,,,,,,,,,
2023,NUNTHORPE STAKES,YORK,1000,Live In The Dream,Adam West,Sean Kirrane,ENGLAND,,,,,,,,,
2023,PERSONAL ENSIGN STAKES,SARATOGA,1800,Idiomatic,Brad Cox,Florent Geroux,USA,,,,,,,,,
2023,FOREGO STAKES,SARATOGA,1400,Gunite,Steven Asmussen,Tyler Gaffalione,USA,,,,,,,,,
2023,H ALLEN JERKENS MEMORIAL STAKES,SARATOGA,1400,One In Vermillion,Esteban Martinez,Irad Ortiz Jnr,USA,,,,,,,,,
2023,BALLERINA HANDICAP,SARATOGA,1400,Echo Zulu,Steven Asmussen,Florent Geroux,USA,,,,,,,,,
2023,SWORD DANCER STAKES,SARATOGA,2400,Bolshoi Ballet,Aidan O'Brien,John Velazquez,USA,,,,,,,,,
2023,TRAVERS STAKES,SARATOGA,2000,Arcangelo,Jena Antonucci,Javier Castellano,USA,,,,,,,,,
2023,MEMSIE STAKES,CAULFIELD,1400,Mr Brightside,"Ben, Will & JD Hayes",Craig Williams,AUSTRALIA,,,,,,,,,
2023,JOCKEY CLUB GOLD CUP,SARATOGA,2000,Bright Future,Todd Pletcher,Javier Castellano,USA,,,,,,,,,
